cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort,develop_type,link,cases,MU,SD,prob,z,p,odds,odds_order,odds_symbol,link_label,link_label_p,d_type_order,image_from,image_to,p_display,p_display_inverse,link_color
Alcohol,Anemia,Alcohol-->Anemia,0,All Sex,< 40,39,2,overall,383,4681,12.221932114882506,19.439538147229193,0.83,-27,0,Very Likely,1,+,Prob: 0.83% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#255C11
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,< 40,2,2,from,9,59,6.555555555555555,8.383184226639527,3.39,1.6,0.142,Neutral,2,o,Prob: 3.39% | p: 0.142 | o,p value: 0.142 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.142,7.042253521126761,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,> 60,96,4,overall,547,49908,91.23948811700183,169.02142194170352,0.19,-0.7,0.51,Neutral,2,o,Prob: 0.19% | p: 0.510 | o,p value: 0.510 Neutral,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.51,1.9607843137254901,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,> 60,96,4,from,22,2998,136.27272727272728,179.39214343315354,3.2,1.1,0.304,Neutral,2,o,Prob: 3.20% | p: 0.304 | o,p value: 0.304 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.304,3.2894736842105265,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,40 to 60,7,3,overall,489,14713,30.0879345603272,52.87491461865575,0.05,9.7,0,Very Unlikely,3,-,Prob: 0.05% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.001,1000,#941212
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,40 to 60,7,3,from,20,350,17.5,25.553864678361276,2,1.8,0.082,Neutral,2,o,Prob: 2.00% | p: 0.082 | o,p value: 0.082 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.082,12.195121951219512,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,All Age,105,1,overall,577,69302,120.10745233968804,216.3153776332515,0.15,1.7,0.094,Neutral,2,o,Prob: 0.15% | p: 0.094 | o,p value: 0.094 Neutral,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.094,10.638297872340425,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,All Age,105,1,from,24,3407,141.95833333333334,203.23716691218846,3.08,0.9,0.382,Neutral,2,o,Prob: 3.08% | p: 0.382 | o,p value: 0.382 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.382,2.6178010471204187,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,F,< 40,2,2,overall,335,3002,8.961194029850747,12.76790694169646,0.07,10,0,Very Unlikely,3,-,Prob: 0.07% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.001,1000,#941212
CKD,WeightLoss,CKD-->WeightLoss,0,F,< 40,2,2,from,5,21,4.2,2.9495762407505253,9.52,1.7,0.171,Neutral,2,o,Prob: 9.52% | p: 0.171 | o,p value: 0.171 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.171,5.847953216374268,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,F,> 60,38,4,overall,508,24451,48.131889763779526,84.94760147771233,0.16,2.7,0.007,Very Unlikely,3,-,Prob: 0.16% | p: 0.007 | -,p value: 0.007 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.007,142.85714285714286,#941212
CKD,WeightLoss,CKD-->WeightLoss,0,F,> 60,38,4,from,20,1421,71.05,103.59306774205756,2.67,1.4,0.17,Neutral,2,o,Prob: 2.67% | p: 0.170 | o,p value: 0.170 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.17,5.88235294117647,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,F,40 to 60,6,3,overall,424,7467,17.610849056603772,24.472534423744737,0.08,9.8,0,Very Unlikely,3,-,Prob: 0.08% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.001,1000,#941212
CKD,WeightLoss,CKD-->WeightLoss,0,F,40 to 60,6,3,from,12,130,10.833333333333334,14.153915830374764,4.62,1.2,0.262,Neutral,2,o,Prob: 4.62% | p: 0.262 | o,p value: 0.262 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.262,3.8167938931297707,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,F,All Age,46,1,overall,546,34920,63.956043956043956,105.21942947740376,0.13,4,0,Very Unlikely,3,-,Prob: 0.13% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.001,1000,#941212
CKD,WeightLoss,CKD-->WeightLoss,0,F,All Age,46,1,from,20,1572,78.6,115.4726670779941,2.93,1.3,0.222,Neutral,2,o,Prob: 2.93% | p: 0.222 | o,p value: 0.222 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.222,4.504504504504505,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,M,> 60,58,4,overall,493,25457,51.6369168356998,96.7984034517098,0.23,-1.5,0.145,Neutral,2,o,Prob: 0.23% | p: 0.145 | o,p value: 0.145 Neutral,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.145,6.8965517241379315,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,M,> 60,58,4,from,21,1577,75.0952380952381,86.0109904383764,3.68,0.9,0.373,Neutral,2,o,Prob: 3.68% | p: 0.373 | o,p value: 0.373 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.373,2.680965147453083,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,M,40 to 60,1,3,overall,424,7246,17.089622641509433,32.90305964703321,0.01,10.1,0,Very Unlikely,3,-,Prob: 0.01% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.001,1000,#941212
CKD,WeightLoss,CKD-->WeightLoss,0,M,40 to 60,1,3,from,17,220,12.941176470588236,16.19980936707009,0.45,3,0.008,Very Unlikely,3,-,Prob: 0.45% | p: 0.008 | -,p value: 0.008 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.008,125,#941212
CKD,WeightLoss,CKD-->WeightLoss,0,M,All Age,59,1,overall,539,34382,63.788497217068645,122.98907293230812,0.17,0.9,0.366,Neutral,2,o,Prob: 0.17% | p: 0.366 | o,p value: 0.366 Neutral,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.366,2.73224043715847,#BFBA1B
CKD,WeightLoss,CKD-->WeightLoss,0,M,All Age,59,1,from,23,1835,79.78260869565217,101.25932348621224,3.22,1,0.336,Neutral,2,o,Prob: 3.22% | p: 0.336 | o,p value: 0.336 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CKD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/WeightLoss.jpg,0.336,2.976190476190476,#BFBA1B
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,< 40,1,2,overall,383,4681,12.221932114882506,19.439538147229193,0.02,11.3,0,Very Unlikely,3,-,Prob: 0.02% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,< 40,1,2,from,17,139,8.176470588235293,10.094771506314835,0.72,2.9,0.01,Very Unlikely,3,-,Prob: 0.72% | p: 0.010 | -,p value: 0.010 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.01,100,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,> 60,32,4,overall,547,49908,91.23948811700183,169.02142194170352,0.06,8.2,0,Very Unlikely,3,-,Prob: 0.06% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,> 60,32,4,from,23,1563,67.95652173913044,75.20244088209176,2.05,2.3,0.032,Very Unlikely,3,-,Prob: 2.05% | p: 0.032 | -,p value: 0.032 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.032,31.25,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,40 to 60,1,3,overall,489,14713,30.0879345603272,52.87491461865575,0.01,12.2,0,Very Unlikely,3,-,Prob: 0.01% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,40 to 60,1,3,from,17,373,21.941176470588236,23.40798631940415,0.27,3.7,0.002,Very Unlikely,3,-,Prob: 0.27% | p: 0.002 | -,p value: 0.002 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.002,500,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,All Age,34,1,overall,577,69302,120.10745233968804,216.3153776332515,0.05,9.6,0,Very Unlikely,3,-,Prob: 0.05% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,All Age,34,1,from,23,2075,90.21739130434783,104.00915891564513,1.64,2.6,0.017,Very Unlikely,3,-,Prob: 1.64% | p: 0.017 | -,p value: 0.017 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.017,58.8235294117647,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,< 40,1,2,overall,335,3002,8.961194029850747,12.76790694169646,0.03,11.4,0,Very Unlikely,3,-,Prob: 0.03% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,< 40,1,2,from,16,43,2.6875,2.441823089414956,2.33,2.8,0.014,Very Unlikely,3,-,Prob: 2.33% | p: 0.014 | -,p value: 0.014 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.014,71.42857142857143,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,40 to 60,1,3,overall,424,7467,17.610849056603772,24.472534423744737,0.01,14,0,Very Unlikely,3,-,Prob: 0.01% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,40 to 60,1,3,from,15,202,13.466666666666667,14.22204861005146,0.5,3.4,0.004,Very Unlikely,3,-,Prob: 0.50% | p: 0.004 | -,p value: 0.004 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.004,250,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,All Age,2,1,overall,546,34920,63.956043956043956,105.21942947740376,0.01,13.8,0,Very Unlikely,3,-,Prob: 0.01% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,All Age,2,1,from,22,763,34.68181818181818,43.84864266090187,0.26,3.5,0.002,Very Unlikely,3,-,Prob: 0.26% | p: 0.002 | -,p value: 0.002 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.002,500,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,M,> 60,32,4,overall,493,25457,51.6369168356998,96.7984034517098,0.13,4.5,0,Very Unlikely,3,-,Prob: 0.13% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,M,> 60,32,4,from,22,1045,47.5,48.2589739989214,3.06,1.5,0.147,Neutral,2,o,Prob: 3.06% | p: 0.147 | o,p value: 0.147 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.147,6.802721088435375,#BFBA1B
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,M,All Age,32,1,overall,539,34382,63.788497217068645,122.98907293230812,0.09,6,0,Very Unlikely,3,-,Prob: 0.09% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.001,1000,#941212
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,M,All Age,32,1,from,22,1312,59.63636363636363,63.59360963294336,2.44,2,0.054,Very Unlikely,3,-,Prob: 2.44% | p: 0.054 | -,p value: 0.054 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,0.054,18.51851851851852,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,< 40,1,2,overall,383,4681,12.221932114882506,19.439538147229193,0.02,11.3,0,Very Unlikely,3,-,Prob: 0.02% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,< 40,1,2,from,17,139,8.176470588235293,10.094771506314835,0.72,2.9,0.01,Very Unlikely,3,-,Prob: 0.72% | p: 0.010 | -,p value: 0.010 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.01,100,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,> 60,49,4,overall,547,49908,91.23948811700183,169.02142194170352,0.1,5.8,0,Very Unlikely,3,-,Prob: 0.10% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,> 60,49,4,from,23,1563,67.95652173913044,75.20244088209176,3.13,1.2,0.24,Neutral,2,o,Prob: 3.13% | p: 0.240 | o,p value: 0.240 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.24,4.166666666666667,#BFBA1B
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,40 to 60,25,3,overall,489,14713,30.0879345603272,52.87491461865575,0.17,2.1,0.034,Very Unlikely,3,-,Prob: 0.17% | p: 0.034 | -,p value: 0.034 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.034,29.41176470588235,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,40 to 60,25,3,from,17,373,21.941176470588236,23.40798631940415,6.7,-0.5,0.597,Neutral,2,o,Prob: 6.70% | p: 0.597 | o,p value: 0.597 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.597,1.6750418760469012,#BFBA1B
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,All Age,75,1,overall,577,69302,120.10745233968804,216.3153776332515,0.11,5,0,Very Unlikely,3,-,Prob: 0.11% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,All Age,75,1,from,23,2075,90.21739130434783,104.00915891564513,3.61,0.7,0.49,Neutral,2,o,Prob: 3.61% | p: 0.490 | o,p value: 0.490 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.49,2.0408163265306123,#BFBA1B
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,< 40,1,2,overall,335,3002,8.961194029850747,12.76790694169646,0.03,11.4,0,Very Unlikely,3,-,Prob: 0.03% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,< 40,1,2,from,16,43,2.6875,2.441823089414956,2.33,2.8,0.014,Very Unlikely,3,-,Prob: 2.33% | p: 0.014 | -,p value: 0.014 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.014,71.42857142857143,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,> 60,12,4,overall,508,24451,48.131889763779526,84.94760147771233,0.05,9.6,0,Very Unlikely,3,-,Prob: 0.05% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,> 60,12,4,from,19,518,27.263157894736842,31.313543582544384,2.32,2.1,0.048,Very Unlikely,3,-,Prob: 2.32% | p: 0.048 | -,p value: 0.048 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.048,20.833333333333332,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,40 to 60,24,3,overall,424,7467,17.610849056603772,24.472534423744737,0.32,-5.4,0,Very Likely,1,+,Prob: 0.32% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#255C11
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,40 to 60,24,3,from,15,202,13.466666666666667,14.22204861005146,11.88,-2.9,0.012,Very Likely,1,+,Prob: 11.88% | p: 0.012 | +,p value: 0.012 Very Likely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.012,83.33333333333333,#255C11
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,All Age,37,1,overall,546,34920,63.956043956043956,105.21942947740376,0.11,6,0,Very Unlikely,3,-,Prob: 0.11% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,All Age,37,1,from,22,763,34.68181818181818,43.84864266090187,4.85,-0.2,0.807,Neutral,2,o,Prob: 4.85% | p: 0.807 | o,p value: 0.807 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.807,1.2391573729863692,#BFBA1B
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,> 60,37,4,overall,493,25457,51.6369168356998,96.7984034517098,0.15,3.4,0.001,Very Unlikely,3,-,Prob: 0.15% | p: 0.001 | -,p value: 0.001 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,> 60,37,4,from,22,1045,47.5,48.2589739989214,3.54,1,0.319,Neutral,2,o,Prob: 3.54% | p: 0.319 | o,p value: 0.319 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.319,3.134796238244514,#BFBA1B
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,40 to 60,1,3,overall,424,7246,17.089622641509433,32.90305964703321,0.01,10.1,0,Very Unlikely,3,-,Prob: 0.01% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,40 to 60,1,3,from,14,171,12.214285714285714,11.018715347629591,0.58,3.8,0.002,Very Unlikely,3,-,Prob: 0.58% | p: 0.002 | -,p value: 0.002 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.002,500,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,All Age,38,1,overall,539,34382,63.788497217068645,122.98907293230812,0.11,4.9,0,Very Unlikely,3,-,Prob: 0.11% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#941212
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,All Age,38,1,from,22,1312,59.63636363636363,63.59360963294336,2.9,1.6,0.125,Neutral,2,o,Prob: 2.90% | p: 0.125 | o,p value: 0.125 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.125,8,#BFBA1B
Coagulopathy,AR,Coagulopathy-->AR,0,All Sex,< 40,1,2,overall,383,4681,12.221932114882506,19.439538147229193,0.02,11.3,0,Very Unlikely,3,-,Prob: 0.02% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/AR.jpg,0.001,1000,#941212
Coagulopathy,AR,Coagulopathy-->AR,0,All Sex,< 40,1,2,from,17,139,8.176470588235293,10.094771506314835,0.72,2.9,0.01,Very Unlikely,3,-,Prob: 0.72% | p: 0.010 | -,p value: 0.010 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/AR.jpg,0.01,100,#941212
Coagulopathy,AR,Coagulopathy-->AR,0,All Sex,> 60,23,4,overall,547,49908,91.23948811700183,169.02142194170352,0.05,9.4,0,Very Unlikely,3,-,Prob: 0.05% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/AR.jpg,0.001,1000,#941212
Coagulopathy,AR,Coagulopathy-->AR,0,All Sex,> 60,23,4,from,23,1563,67.95652173913044,75.20244088209176,1.47,2.9,0.009,Very Unlikely,3,-,Prob: 1.47% | p: 0.009 | -,p value: 0.009 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/Coagulopathy.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/AR.jpg,0.009,111.11111111111111,#941212
