cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,develop_year,instance
Anemia,AS,Anemia-->AS,0,All Sex,< 40,All Years,8
Anemia,AS,Anemia-->AS,0,All Sex,> 60,Within 2 years,12
Anemia,AS,Anemia-->AS,0,All Sex,> 60,Within 5 years,13
Anemia,AS,Anemia-->AS,0,All Sex,> 60,Within 10 years,13
Anemia,AS,Anemia-->AS,0,All Sex,> 60,All Years,13
Anemia,AS,Anemia-->AS,0,All Sex,40 to 60,Within 2 years,1
Anemia,AS,Anemia-->AS,0,All Sex,40 to 60,Within 5 years,7
Anemia,AS,Anemia-->AS,0,All Sex,40 to 60,Within 10 years,7
Anemia,AS,Anemia-->AS,0,All Sex,40 to 60,All Years,8
Anemia,AS,Anemia-->AS,0,All Sex,All Age,Within 2 years,21
Anemia,AS,Anemia-->AS,0,All Sex,All Age,Within 5 years,28
Anemia,AS,Anemia-->AS,0,All Sex,All Age,Within 10 years,28
Anemia,AS,Anemia-->AS,0,All Sex,All Age,All Years,29
Anemia,AS,Anemia-->AS,0,F,< 40,Within 2 years,8
Anemia,AS,Anemia-->AS,0,F,< 40,Within 5 years,8
Anemia,AS,Anemia-->AS,0,F,< 40,Within 10 years,8
Anemia,AS,Anemia-->AS,0,F,< 40,All Years,8
Anemia,AS,Anemia-->AS,0,F,> 60,Within 2 years,12
Anemia,AS,Anemia-->AS,0,F,> 60,Within 5 years,12
Anemia,AS,Anemia-->AS,0,F,> 60,Within 10 years,12
Anemia,AS,Anemia-->AS,0,F,> 60,All Years,12
Anemia,AS,Anemia-->AS,0,F,40 to 60,Within 5 years,6
Anemia,AS,Anemia-->AS,0,F,40 to 60,Within 10 years,6
Anemia,AS,Anemia-->AS,0,F,40 to 60,All Years,7
Anemia,AS,Anemia-->AS,0,F,All Age,Within 2 years,20
Anemia,AS,Anemia-->AS,0,F,All Age,Within 5 years,26
Anemia,AS,Anemia-->AS,0,F,All Age,Within 10 years,26
Anemia,AS,Anemia-->AS,0,F,All Age,All Years,27
Anemia,AS,Anemia-->AS,0,M,> 60,Within 5 years,1
Anemia,AS,Anemia-->AS,0,M,> 60,Within 10 years,1
Anemia,AS,Anemia-->AS,0,M,> 60,All Years,1
Anemia,AS,Anemia-->AS,0,M,40 to 60,Within 2 years,1
Anemia,AS,Anemia-->AS,0,M,40 to 60,Within 5 years,1
Anemia,AS,Anemia-->AS,0,M,40 to 60,Within 10 years,1
Anemia,AS,Anemia-->AS,0,M,40 to 60,All Years,1
Anemia,AS,Anemia-->AS,0,M,All Age,Within 2 years,1
Anemia,AS,Anemia-->AS,0,M,All Age,Within 5 years,2
Anemia,AS,Anemia-->AS,0,M,All Age,Within 10 years,2
Anemia,AS,Anemia-->AS,0,M,All Age,All Years,2
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,< 40,Within 2 years,1
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,< 40,Within 5 years,2
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,< 40,Within 10 years,2
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,< 40,All Years,2
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,> 60,Within 2 years,8
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,> 60,Within 5 years,18
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,> 60,Within 10 years,18
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,> 60,All Years,18
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,40 to 60,Within 2 years,9
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,40 to 60,Within 5 years,11
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,40 to 60,Within 10 years,11
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,40 to 60,All Years,11
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,All Age,Within 2 years,18
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,All Age,Within 5 years,31
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,All Age,Within 10 years,31
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,All Age,All Years,31
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,< 40,Within 2 years,1
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,< 40,Within 5 years,2
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,< 40,Within 10 years,2
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,< 40,All Years,2
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,> 60,Within 2 years,5
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,> 60,Within 5 years,15
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,> 60,Within 10 years,15
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,> 60,All Years,15
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,40 to 60,Within 2 years,4
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,40 to 60,Within 5 years,5
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,40 to 60,Within 10 years,5
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,40 to 60,All Years,5
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,All Age,Within 2 years,10
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,All Age,Within 5 years,22
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,All Age,Within 10 years,22
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,All Age,All Years,22
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,> 60,Within 2 years,3
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,> 60,Within 5 years,3
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,> 60,Within 10 years,3
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,> 60,All Years,3
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,40 to 60,Within 2 years,5
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,40 to 60,Within 5 years,6
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,40 to 60,Within 10 years,6
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,40 to 60,All Years,6
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,All Age,Within 2 years,8
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,All Age,Within 5 years,9
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,All Age,Within 10 years,9
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,All Age,All Years,9
Anemia,BP,Anemia-->BP,0,All Sex,< 40,Within 2 years,2
Anemia,BP,Anemia-->BP,0,All Sex,< 40,Within 5 years,2
Anemia,BP,Anemia-->BP,0,All Sex,< 40,Within 10 years,2
Anemia,BP,Anemia-->BP,0,All Sex,< 40,All Years,2
Anemia,BP,Anemia-->BP,0,All Sex,> 60,Within 2 years,26
Anemia,BP,Anemia-->BP,0,All Sex,> 60,Within 5 years,28
Anemia,BP,Anemia-->BP,0,All Sex,> 60,Within 10 years,28
Anemia,BP,Anemia-->BP,0,All Sex,> 60,All Years,29
Anemia,BP,Anemia-->BP,0,All Sex,40 to 60,Within 2 years,2
Anemia,BP,Anemia-->BP,0,All Sex,40 to 60,Within 5 years,4
Anemia,BP,Anemia-->BP,0,All Sex,40 to 60,Within 10 years,4
Anemia,BP,Anemia-->BP,0,All Sex,40 to 60,All Years,4
Anemia,BP,Anemia-->BP,0,All Sex,All Age,Within 2 years,30
Anemia,BP,Anemia-->BP,0,All Sex,All Age,Within 5 years,34
Anemia,BP,Anemia-->BP,0,All Sex,All Age,Within 10 years,34
Anemia,BP,Anemia-->BP,0,All Sex,All Age,All Years,35
Anemia,BP,Anemia-->BP,0,F,< 40,Within 2 years,2
Anemia,BP,Anemia-->BP,0,F,< 40,Within 5 years,2
Anemia,BP,Anemia-->BP,0,F,< 40,Within 10 years,2
Anemia,BP,Anemia-->BP,0,F,< 40,All Years,2
Anemia,BP,Anemia-->BP,0,F,> 60,Within 2 years,10
Anemia,BP,Anemia-->BP,0,F,> 60,Within 5 years,10
Anemia,BP,Anemia-->BP,0,F,> 60,Within 10 years,10
Anemia,BP,Anemia-->BP,0,F,> 60,All Years,11
Anemia,BP,Anemia-->BP,0,F,40 to 60,Within 2 years,2
Anemia,BP,Anemia-->BP,0,F,40 to 60,Within 5 years,4
Anemia,BP,Anemia-->BP,0,F,40 to 60,Within 10 years,4
Anemia,BP,Anemia-->BP,0,F,40 to 60,All Years,4
Anemia,BP,Anemia-->BP,0,F,All Age,Within 2 years,14
Anemia,BP,Anemia-->BP,0,F,All Age,Within 5 years,16
Anemia,BP,Anemia-->BP,0,F,All Age,Within 10 years,16
Anemia,BP,Anemia-->BP,0,F,All Age,All Years,17
Anemia,BP,Anemia-->BP,0,M,> 60,Within 2 years,16
Anemia,BP,Anemia-->BP,0,M,> 60,Within 5 years,18
Anemia,BP,Anemia-->BP,0,M,> 60,Within 10 years,18
Anemia,BP,Anemia-->BP,0,M,> 60,All Years,18
Anemia,BP,Anemia-->BP,0,M,All Age,Within 2 years,16
Anemia,BP,Anemia-->BP,0,M,All Age,Within 5 years,18
Anemia,BP,Anemia-->BP,0,M,All Age,Within 10 years,18
Anemia,BP,Anemia-->BP,0,M,All Age,All Years,18
Anemia,C,Anemia-->C,0,All Sex,< 40,Within 2 years,3
Anemia,C,Anemia-->C,0,All Sex,< 40,Within 5 years,3
Anemia,C,Anemia-->C,0,All Sex,< 40,Within 10 years,3
Anemia,C,Anemia-->C,0,All Sex,< 40,All Years,4
Anemia,C,Anemia-->C,0,All Sex,> 60,Within 2 years,124
Anemia,C,Anemia-->C,0,All Sex,> 60,Within 5 years,131
Anemia,C,Anemia-->C,0,All Sex,> 60,Within 10 years,133
Anemia,C,Anemia-->C,0,All Sex,> 60,All Years,136
Anemia,C,Anemia-->C,0,All Sex,40 to 60,Within 2 years,21
Anemia,C,Anemia-->C,0,All Sex,40 to 60,Within 5 years,24
Anemia,C,Anemia-->C,0,All Sex,40 to 60,Within 10 years,26
Anemia,C,Anemia-->C,0,All Sex,40 to 60,All Years,28
Anemia,C,Anemia-->C,0,All Sex,All Age,Within 2 years,148
Anemia,C,Anemia-->C,0,All Sex,All Age,Within 5 years,158
Anemia,C,Anemia-->C,0,All Sex,All Age,Within 10 years,162
Anemia,C,Anemia-->C,0,All Sex,All Age,All Years,168
Anemia,C,Anemia-->C,0,F,< 40,Within 2 years,3
Anemia,C,Anemia-->C,0,F,< 40,Within 5 years,3
Anemia,C,Anemia-->C,0,F,< 40,Within 10 years,3
Anemia,C,Anemia-->C,0,F,< 40,All Years,4
Anemia,C,Anemia-->C,0,F,> 60,Within 2 years,46
Anemia,C,Anemia-->C,0,F,> 60,Within 5 years,48
Anemia,C,Anemia-->C,0,F,> 60,Within 10 years,50
Anemia,C,Anemia-->C,0,F,> 60,All Years,53
Anemia,C,Anemia-->C,0,F,40 to 60,Within 2 years,14
Anemia,C,Anemia-->C,0,F,40 to 60,Within 5 years,15
Anemia,C,Anemia-->C,0,F,40 to 60,Within 10 years,17
Anemia,C,Anemia-->C,0,F,40 to 60,All Years,18
Anemia,C,Anemia-->C,0,F,All Age,Within 2 years,63
Anemia,C,Anemia-->C,0,F,All Age,Within 5 years,66
Anemia,C,Anemia-->C,0,F,All Age,Within 10 years,70
Anemia,C,Anemia-->C,0,F,All Age,All Years,75
Anemia,C,Anemia-->C,0,M,> 60,Within 2 years,78
Anemia,C,Anemia-->C,0,M,> 60,Within 5 years,83
Anemia,C,Anemia-->C,0,M,> 60,Within 10 years,83
Anemia,C,Anemia-->C,0,M,> 60,All Years,83
Anemia,C,Anemia-->C,0,M,40 to 60,Within 2 years,7
Anemia,C,Anemia-->C,0,M,40 to 60,Within 5 years,9
Anemia,C,Anemia-->C,0,M,40 to 60,Within 10 years,9
Anemia,C,Anemia-->C,0,M,40 to 60,All Years,10
Anemia,C,Anemia-->C,0,M,All Age,Within 2 years,85
Anemia,C,Anemia-->C,0,M,All Age,Within 5 years,92
Anemia,C,Anemia-->C,0,M,All Age,Within 10 years,92
Anemia,C,Anemia-->C,0,M,All Age,All Years,93
Anemia,CKD,Anemia-->CKD,0,All Sex,< 40,Within 2 years,1
Anemia,CKD,Anemia-->CKD,0,All Sex,< 40,Within 5 years,1
Anemia,CKD,Anemia-->CKD,0,All Sex,< 40,Within 10 years,1
Anemia,CKD,Anemia-->CKD,0,All Sex,< 40,All Years,1
Anemia,CKD,Anemia-->CKD,0,All Sex,> 60,Within 2 years,123
Anemia,CKD,Anemia-->CKD,0,All Sex,> 60,Within 5 years,125
Anemia,CKD,Anemia-->CKD,0,All Sex,> 60,Within 10 years,125
Anemia,CKD,Anemia-->CKD,0,All Sex,> 60,All Years,125
Anemia,CKD,Anemia-->CKD,0,All Sex,40 to 60,Within 2 years,21
Anemia,CKD,Anemia-->CKD,0,All Sex,40 to 60,Within 5 years,21
Anemia,CKD,Anemia-->CKD,0,All Sex,40 to 60,Within 10 years,21
Anemia,CKD,Anemia-->CKD,0,All Sex,40 to 60,All Years,22
Anemia,CKD,Anemia-->CKD,0,All Sex,All Age,Within 2 years,145
Anemia,CKD,Anemia-->CKD,0,All Sex,All Age,Within 5 years,147
Anemia,CKD,Anemia-->CKD,0,All Sex,All Age,Within 10 years,147
Anemia,CKD,Anemia-->CKD,0,All Sex,All Age,All Years,148
Anemia,CKD,Anemia-->CKD,0,F,> 60,Within 2 years,75
Anemia,CKD,Anemia-->CKD,0,F,> 60,Within 5 years,77
Anemia,CKD,Anemia-->CKD,0,F,> 60,Within 10 years,77
Anemia,CKD,Anemia-->CKD,0,F,> 60,All Years,77
Anemia,CKD,Anemia-->CKD,0,F,40 to 60,Within 2 years,21
Anemia,CKD,Anemia-->CKD,0,F,40 to 60,Within 5 years,21
Anemia,CKD,Anemia-->CKD,0,F,40 to 60,Within 10 years,21
Anemia,CKD,Anemia-->CKD,0,F,40 to 60,All Years,22
Anemia,CKD,Anemia-->CKD,0,F,All Age,Within 2 years,96
Anemia,CKD,Anemia-->CKD,0,F,All Age,Within 5 years,98
Anemia,CKD,Anemia-->CKD,0,F,All Age,Within 10 years,98
Anemia,CKD,Anemia-->CKD,0,F,All Age,All Years,99
Anemia,CKD,Anemia-->CKD,0,M,< 40,Within 2 years,1
Anemia,CKD,Anemia-->CKD,0,M,< 40,Within 5 years,1
Anemia,CKD,Anemia-->CKD,0,M,< 40,Within 10 years,1
Anemia,CKD,Anemia-->CKD,0,M,< 40,All Years,1
Anemia,CKD,Anemia-->CKD,0,M,> 60,Within 2 years,48
Anemia,CKD,Anemia-->CKD,0,M,> 60,Within 5 years,48
Anemia,CKD,Anemia-->CKD,0,M,> 60,Within 10 years,48
Anemia,CKD,Anemia-->CKD,0,M,> 60,All Years,48
Anemia,CKD,Anemia-->CKD,0,M,All Age,Within 2 years,49
Anemia,CKD,Anemia-->CKD,0,M,All Age,Within 5 years,49
Anemia,CKD,Anemia-->CKD,0,M,All Age,Within 10 years,49
Anemia,CKD,Anemia-->CKD,0,M,All Age,All Years,49
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,< 40,Within 2 years,2
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,< 40,Within 5 years,2
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,< 40,Within 10 years,2
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,< 40,All Years,2
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,> 60,Within 2 years,48
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,> 60,Within 5 years,50
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,> 60,Within 10 years,50
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,> 60,All Years,50
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,40 to 60,Within 2 years,15
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,40 to 60,Within 5 years,16
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,40 to 60,Within 10 years,16
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,40 to 60,All Years,16
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,All Age,Within 2 years,65
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,All Age,Within 5 years,68
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,All Age,Within 10 years,68
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,All Age,All Years,68
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,< 40,Within 2 years,2
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,< 40,Within 5 years,2
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,< 40,Within 10 years,2
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,< 40,All Years,2
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,> 60,Within 2 years,13
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,> 60,Within 5 years,13
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,> 60,Within 10 years,13
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,> 60,All Years,13
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,40 to 60,Within 2 years,15
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,40 to 60,Within 5 years,16
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,40 to 60,Within 10 years,16
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,40 to 60,All Years,16
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,All Age,Within 2 years,30
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,All Age,Within 5 years,31
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,All Age,Within 10 years,31
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,All Age,All Years,31
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,> 60,Within 2 years,35
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,> 60,Within 5 years,37
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,> 60,Within 10 years,37
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,> 60,All Years,37
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,All Age,Within 2 years,35
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,All Age,Within 5 years,37
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,All Age,Within 10 years,37
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,All Age,All Years,37
Anemia,COPD,Anemia-->COPD,0,All Sex,< 40,Within 2 years,2
Anemia,COPD,Anemia-->COPD,0,All Sex,< 40,Within 5 years,2
Anemia,COPD,Anemia-->COPD,0,All Sex,< 40,Within 10 years,2
Anemia,COPD,Anemia-->COPD,0,All Sex,< 40,All Years,2
Anemia,COPD,Anemia-->COPD,0,All Sex,> 60,Within 2 years,32
Anemia,COPD,Anemia-->COPD,0,All Sex,> 60,Within 5 years,33
Anemia,COPD,Anemia-->COPD,0,All Sex,> 60,Within 10 years,33
Anemia,COPD,Anemia-->COPD,0,All Sex,> 60,All Years,33
Anemia,COPD,Anemia-->COPD,0,All Sex,40 to 60,Within 2 years,1
Anemia,COPD,Anemia-->COPD,0,All Sex,40 to 60,Within 5 years,1
Anemia,COPD,Anemia-->COPD,0,All Sex,40 to 60,Within 10 years,1
Anemia,COPD,Anemia-->COPD,0,All Sex,40 to 60,All Years,1
Anemia,COPD,Anemia-->COPD,0,All Sex,All Age,Within 2 years,35
Anemia,COPD,Anemia-->COPD,0,All Sex,All Age,Within 5 years,36
Anemia,COPD,Anemia-->COPD,0,All Sex,All Age,Within 10 years,36
Anemia,COPD,Anemia-->COPD,0,All Sex,All Age,All Years,36
Anemia,COPD,Anemia-->COPD,0,F,< 40,Within 2 years,1
Anemia,COPD,Anemia-->COPD,0,F,< 40,Within 5 years,1
Anemia,COPD,Anemia-->COPD,0,F,< 40,Within 10 years,1
Anemia,COPD,Anemia-->COPD,0,F,< 40,All Years,1
Anemia,COPD,Anemia-->COPD,0,F,> 60,Within 2 years,14
Anemia,COPD,Anemia-->COPD,0,F,> 60,Within 5 years,14
Anemia,COPD,Anemia-->COPD,0,F,> 60,Within 10 years,14
Anemia,COPD,Anemia-->COPD,0,F,> 60,All Years,14
Anemia,COPD,Anemia-->COPD,0,F,All Age,Within 2 years,15
Anemia,COPD,Anemia-->COPD,0,F,All Age,Within 5 years,15
Anemia,COPD,Anemia-->COPD,0,F,All Age,Within 10 years,15
Anemia,COPD,Anemia-->COPD,0,F,All Age,All Years,15
Anemia,COPD,Anemia-->COPD,0,M,< 40,Within 2 years,1
Anemia,COPD,Anemia-->COPD,0,M,< 40,Within 5 years,1
Anemia,COPD,Anemia-->COPD,0,M,< 40,Within 10 years,1
Anemia,COPD,Anemia-->COPD,0,M,< 40,All Years,1
Anemia,COPD,Anemia-->COPD,0,M,> 60,Within 2 years,18
Anemia,COPD,Anemia-->COPD,0,M,> 60,Within 5 years,19
Anemia,COPD,Anemia-->COPD,0,M,> 60,Within 10 years,19
Anemia,COPD,Anemia-->COPD,0,M,> 60,All Years,19
Anemia,COPD,Anemia-->COPD,0,M,40 to 60,Within 2 years,1
Anemia,COPD,Anemia-->COPD,0,M,40 to 60,Within 5 years,1
Anemia,COPD,Anemia-->COPD,0,M,40 to 60,Within 10 years,1
Anemia,COPD,Anemia-->COPD,0,M,40 to 60,All Years,1
Anemia,COPD,Anemia-->COPD,0,M,All Age,Within 2 years,20
Anemia,COPD,Anemia-->COPD,0,M,All Age,Within 5 years,21
Anemia,COPD,Anemia-->COPD,0,M,All Age,Within 10 years,21
Anemia,COPD,Anemia-->COPD,0,M,All Age,All Years,21
Anemia,CVD,Anemia-->CVD,0,All Sex,< 40,Within 2 years,2
Anemia,CVD,Anemia-->CVD,0,All Sex,< 40,Within 5 years,2
Anemia,CVD,Anemia-->CVD,0,All Sex,< 40,Within 10 years,2
Anemia,CVD,Anemia-->CVD,0,All Sex,< 40,All Years,2
Anemia,CVD,Anemia-->CVD,0,All Sex,> 60,Within 2 years,165
Anemia,CVD,Anemia-->CVD,0,All Sex,> 60,Within 5 years,178
Anemia,CVD,Anemia-->CVD,0,All Sex,> 60,Within 10 years,181
Anemia,CVD,Anemia-->CVD,0,All Sex,> 60,All Years,185
Anemia,CVD,Anemia-->CVD,0,All Sex,40 to 60,Within 2 years,27
Anemia,CVD,Anemia-->CVD,0,All Sex,40 to 60,Within 5 years,30
Anemia,CVD,Anemia-->CVD,0,All Sex,40 to 60,Within 10 years,30
Anemia,CVD,Anemia-->CVD,0,All Sex,40 to 60,All Years,32
Anemia,CVD,Anemia-->CVD,0,All Sex,All Age,Within 2 years,194
Anemia,CVD,Anemia-->CVD,0,All Sex,All Age,Within 5 years,210
Anemia,CVD,Anemia-->CVD,0,All Sex,All Age,Within 10 years,213
Anemia,CVD,Anemia-->CVD,0,All Sex,All Age,All Years,219
Anemia,CVD,Anemia-->CVD,0,F,< 40,Within 2 years,2
Anemia,CVD,Anemia-->CVD,0,F,< 40,Within 5 years,2
Anemia,CVD,Anemia-->CVD,0,F,< 40,Within 10 years,2
Anemia,CVD,Anemia-->CVD,0,F,< 40,All Years,2
Anemia,CVD,Anemia-->CVD,0,F,> 60,Within 2 years,93
Anemia,CVD,Anemia-->CVD,0,F,> 60,Within 5 years,104
Anemia,CVD,Anemia-->CVD,0,F,> 60,Within 10 years,106
Anemia,CVD,Anemia-->CVD,0,F,> 60,All Years,108
Anemia,CVD,Anemia-->CVD,0,F,40 to 60,Within 2 years,26
Anemia,CVD,Anemia-->CVD,0,F,40 to 60,Within 5 years,28
Anemia,CVD,Anemia-->CVD,0,F,40 to 60,Within 10 years,28
Anemia,CVD,Anemia-->CVD,0,F,40 to 60,All Years,30
Anemia,CVD,Anemia-->CVD,0,F,All Age,Within 2 years,121
Anemia,CVD,Anemia-->CVD,0,F,All Age,Within 5 years,134
Anemia,CVD,Anemia-->CVD,0,F,All Age,Within 10 years,136
Anemia,CVD,Anemia-->CVD,0,F,All Age,All Years,140
Anemia,CVD,Anemia-->CVD,0,M,> 60,Within 2 years,72
Anemia,CVD,Anemia-->CVD,0,M,> 60,Within 5 years,74
Anemia,CVD,Anemia-->CVD,0,M,> 60,Within 10 years,75
Anemia,CVD,Anemia-->CVD,0,M,> 60,All Years,77
Anemia,CVD,Anemia-->CVD,0,M,40 to 60,Within 2 years,1
Anemia,CVD,Anemia-->CVD,0,M,40 to 60,Within 5 years,2
Anemia,CVD,Anemia-->CVD,0,M,40 to 60,Within 10 years,2
Anemia,CVD,Anemia-->CVD,0,M,40 to 60,All Years,2
Anemia,CVD,Anemia-->CVD,0,M,All Age,Within 2 years,73
Anemia,CVD,Anemia-->CVD,0,M,All Age,Within 5 years,76
Anemia,CVD,Anemia-->CVD,0,M,All Age,Within 10 years,77
Anemia,CVD,Anemia-->CVD,0,M,All Age,All Years,79
Anemia,D,Anemia-->D,0,All Sex,< 40,Within 2 years,7
Anemia,D,Anemia-->D,0,All Sex,< 40,Within 5 years,8
Anemia,D,Anemia-->D,0,All Sex,< 40,Within 10 years,8
Anemia,D,Anemia-->D,0,All Sex,< 40,All Years,8
Anemia,D,Anemia-->D,0,All Sex,> 60,Within 2 years,102
Anemia,D,Anemia-->D,0,All Sex,> 60,Within 5 years,103
Anemia,D,Anemia-->D,0,All Sex,> 60,Within 10 years,103
Anemia,D,Anemia-->D,0,All Sex,> 60,All Years,103
Anemia,D,Anemia-->D,0,All Sex,40 to 60,Within 2 years,28
Anemia,D,Anemia-->D,0,All Sex,40 to 60,Within 5 years,36
Anemia,D,Anemia-->D,0,All Sex,40 to 60,Within 10 years,37
Anemia,D,Anemia-->D,0,All Sex,40 to 60,All Years,38
Anemia,D,Anemia-->D,0,All Sex,All Age,Within 2 years,137
Anemia,D,Anemia-->D,0,All Sex,All Age,Within 5 years,147
Anemia,D,Anemia-->D,0,All Sex,All Age,Within 10 years,148
Anemia,D,Anemia-->D,0,All Sex,All Age,All Years,149
Anemia,D,Anemia-->D,0,F,< 40,Within 2 years,6
Anemia,D,Anemia-->D,0,F,< 40,Within 5 years,7
Anemia,D,Anemia-->D,0,F,< 40,Within 10 years,7
Anemia,D,Anemia-->D,0,F,< 40,All Years,7
Anemia,D,Anemia-->D,0,F,> 60,Within 2 years,59
Anemia,D,Anemia-->D,0,F,> 60,Within 5 years,60
Anemia,D,Anemia-->D,0,F,> 60,Within 10 years,60
Anemia,D,Anemia-->D,0,F,> 60,All Years,60
Anemia,D,Anemia-->D,0,F,40 to 60,Within 2 years,24
Anemia,D,Anemia-->D,0,F,40 to 60,Within 5 years,32
Anemia,D,Anemia-->D,0,F,40 to 60,Within 10 years,33
Anemia,D,Anemia-->D,0,F,40 to 60,All Years,33
Anemia,D,Anemia-->D,0,F,All Age,Within 2 years,89
Anemia,D,Anemia-->D,0,F,All Age,Within 5 years,99
Anemia,D,Anemia-->D,0,F,All Age,Within 10 years,100
Anemia,D,Anemia-->D,0,F,All Age,All Years,100
Anemia,D,Anemia-->D,0,M,< 40,Within 2 years,1
Anemia,D,Anemia-->D,0,M,< 40,Within 5 years,1
Anemia,D,Anemia-->D,0,M,< 40,Within 10 years,1
Anemia,D,Anemia-->D,0,M,< 40,All Years,1
Anemia,D,Anemia-->D,0,M,> 60,Within 2 years,43
Anemia,D,Anemia-->D,0,M,> 60,Within 5 years,43
Anemia,D,Anemia-->D,0,M,> 60,Within 10 years,43
Anemia,D,Anemia-->D,0,M,> 60,All Years,43
Anemia,D,Anemia-->D,0,M,40 to 60,Within 2 years,4
