cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort
C,Coagulopathy,C-->Coagulopathy,0,M,All Age,231,1
C,COPD,C-->COPD,1,All Sex,< 40,2,2
C,COPD,C-->COPD,1,All Sex,> 60,129,4
C,COPD,C-->COPD,1,All Sex,40 to 60,9,3
C,COPD,C-->COPD,1,All Sex,All Age,140,1
C,COPD,C-->COPD,1,F,> 60,57,4
C,COPD,C-->COPD,1,F,40 to 60,5,3
C,COPD,C-->COPD,1,F,All Age,62,1
C,COPD,C-->COPD,1,M,< 40,2,2
C,COPD,C-->COPD,1,M,> 60,72,4
C,COPD,C-->COPD,1,M,40 to 60,4,3
C,COPD,C-->COPD,1,M,All Age,78,1
C,CVD,C-->CVD,1,All Sex,< 40,26,2
C,CVD,C-->CVD,1,All Sex,> 60,1053,4
C,CVD,C-->CVD,1,All Sex,40 to 60,281,3
C,CVD,C-->CVD,1,All Sex,All Age,1360,1
C,CVD,C-->CVD,1,F,< 40,11,2
C,CVD,C-->CVD,1,F,> 60,412,4
C,CVD,C-->CVD,1,F,40 to 60,138,3
C,CVD,C-->CVD,1,F,All Age,561,1
C,CVD,C-->CVD,1,M,< 40,15,2
C,CVD,C-->CVD,1,M,> 60,641,4
C,CVD,C-->CVD,1,M,40 to 60,143,3
C,CVD,C-->CVD,1,M,All Age,799,1
C,D,C-->D,1,All Sex,< 40,15,2
C,D,C-->D,1,All Sex,> 60,573,4
C,D,C-->D,1,All Sex,40 to 60,184,3
C,D,C-->D,1,All Sex,All Age,772,1
C,D,C-->D,1,F,< 40,11,2
C,D,C-->D,1,F,> 60,212,4
C,D,C-->D,1,F,40 to 60,107,3
C,D,C-->D,1,F,All Age,330,1
C,D,C-->D,1,M,< 40,4,2
C,D,C-->D,1,M,> 60,361,4
C,D,C-->D,1,M,40 to 60,77,3
C,D,C-->D,1,M,All Age,442,1
C,Drugs,C-->Drugs,0,All Sex,> 60,11,4
C,Drugs,C-->Drugs,0,All Sex,40 to 60,3,3
C,Drugs,C-->Drugs,0,All Sex,All Age,14,1
C,Drugs,C-->Drugs,0,F,> 60,4,4
C,Drugs,C-->Drugs,0,F,40 to 60,1,3
C,Drugs,C-->Drugs,0,F,All Age,5,1
C,Drugs,C-->Drugs,0,M,> 60,7,4
C,Drugs,C-->Drugs,0,M,40 to 60,2,3
C,Drugs,C-->Drugs,0,M,All Age,9,1
C,FluidsLytes,C-->FluidsLytes,0,All Sex,< 40,45,2
C,FluidsLytes,C-->FluidsLytes,0,All Sex,> 60,680,4
C,FluidsLytes,C-->FluidsLytes,0,All Sex,40 to 60,220,3
C,FluidsLytes,C-->FluidsLytes,0,All Sex,All Age,945,1
C,FluidsLytes,C-->FluidsLytes,0,F,< 40,21,2
C,FluidsLytes,C-->FluidsLytes,0,F,> 60,268,4
C,FluidsLytes,C-->FluidsLytes,0,F,40 to 60,124,3
C,FluidsLytes,C-->FluidsLytes,0,F,All Age,413,1
C,FluidsLytes,C-->FluidsLytes,0,M,< 40,24,2
C,FluidsLytes,C-->FluidsLytes,0,M,> 60,412,4
C,FluidsLytes,C-->FluidsLytes,0,M,40 to 60,96,3
C,FluidsLytes,C-->FluidsLytes,0,M,All Age,532,1
C,G,C-->G,1,All Sex,> 60,38,4
C,G,C-->G,1,All Sex,40 to 60,6,3
C,G,C-->G,1,All Sex,All Age,44,1
C,G,C-->G,1,F,> 60,5,4
C,G,C-->G,1,F,40 to 60,4,3
C,G,C-->G,1,F,All Age,9,1
C,G,C-->G,1,M,> 60,33,4
C,G,C-->G,1,M,40 to 60,2,3
C,G,C-->G,1,M,All Age,35,1
C,HIV,C-->HIV,0,All Sex,< 40,2,2
C,HIV,C-->HIV,0,All Sex,40 to 60,2,3
C,HIV,C-->HIV,0,All Sex,All Age,4,1
C,HIV,C-->HIV,0,F,40 to 60,2,3
C,HIV,C-->HIV,0,F,All Age,2,1
C,HIV,C-->HIV,0,M,< 40,2,2
C,HIV,C-->HIV,0,M,All Age,2,1
C,Hypothyroid,C-->Hypothyroid,0,All Sex,< 40,4,2
C,Hypothyroid,C-->Hypothyroid,0,All Sex,> 60,11,4
C,Hypothyroid,C-->Hypothyroid,0,All Sex,40 to 60,1,3
C,Hypothyroid,C-->Hypothyroid,0,All Sex,All Age,16,1
C,Hypothyroid,C-->Hypothyroid,0,F,< 40,4,2
C,Hypothyroid,C-->Hypothyroid,0,F,> 60,4,4
C,Hypothyroid,C-->Hypothyroid,0,F,40 to 60,1,3
C,Hypothyroid,C-->Hypothyroid,0,F,All Age,9,1
C,Hypothyroid,C-->Hypothyroid,0,M,> 60,7,4
C,Hypothyroid,C-->Hypothyroid,0,M,All Age,7,1
C,Liver,C-->Liver,0,All Sex,< 40,8,2
C,Liver,C-->Liver,0,All Sex,> 60,136,4
C,Liver,C-->Liver,0,All Sex,40 to 60,44,3
C,Liver,C-->Liver,0,All Sex,All Age,188,1
C,Liver,C-->Liver,0,F,< 40,5,2
C,Liver,C-->Liver,0,F,> 60,27,4
C,Liver,C-->Liver,0,F,40 to 60,33,3
C,Liver,C-->Liver,0,F,All Age,65,1
C,Liver,C-->Liver,0,M,< 40,3,2
C,Liver,C-->Liver,0,M,> 60,109,4
C,Liver,C-->Liver,0,M,40 to 60,11,3
C,Liver,C-->Liver,0,M,All Age,123,1
C,MHC,C-->MHC,1,All Sex,< 40,14,2
C,MHC,C-->MHC,1,All Sex,> 60,136,4
C,MHC,C-->MHC,1,All Sex,40 to 60,73,3
C,MHC,C-->MHC,1,All Sex,All Age,223,1
C,MHC,C-->MHC,1,F,< 40,11,2
C,MHC,C-->MHC,1,F,> 60,86,4
C,MHC,C-->MHC,1,F,40 to 60,41,3
C,MHC,C-->MHC,1,F,All Age,138,1
C,MHC,C-->MHC,1,M,< 40,3,2
C,MHC,C-->MHC,1,M,> 60,50,4
C,MHC,C-->MHC,1,M,40 to 60,32,3
C,MHC,C-->MHC,1,M,All Age,85,1
C,NeuroOther,C-->NeuroOther,0,All Sex,< 40,13,2
C,NeuroOther,C-->NeuroOther,0,All Sex,> 60,144,4
C,NeuroOther,C-->NeuroOther,0,All Sex,40 to 60,63,3
C,NeuroOther,C-->NeuroOther,0,All Sex,All Age,220,1
C,NeuroOther,C-->NeuroOther,0,F,< 40,9,2
C,NeuroOther,C-->NeuroOther,0,F,> 60,51,4
C,NeuroOther,C-->NeuroOther,0,F,40 to 60,34,3
C,NeuroOther,C-->NeuroOther,0,F,All Age,94,1
C,NeuroOther,C-->NeuroOther,0,M,< 40,4,2
C,NeuroOther,C-->NeuroOther,0,M,> 60,93,4
C,NeuroOther,C-->NeuroOther,0,M,40 to 60,29,3
C,NeuroOther,C-->NeuroOther,0,M,All Age,126,1
C,Obesity,C-->Obesity,0,All Sex,< 40,1,2
C,Obesity,C-->Obesity,0,All Sex,> 60,39,4
C,Obesity,C-->Obesity,0,All Sex,40 to 60,41,3
C,Obesity,C-->Obesity,0,All Sex,All Age,81,1
C,Obesity,C-->Obesity,0,F,< 40,1,2
C,Obesity,C-->Obesity,0,F,> 60,10,4
C,Obesity,C-->Obesity,0,F,40 to 60,26,3
C,Obesity,C-->Obesity,0,F,All Age,37,1
C,Obesity,C-->Obesity,0,M,> 60,29,4
C,Obesity,C-->Obesity,0,M,40 to 60,15,3
C,Obesity,C-->Obesity,0,M,All Age,44,1
C,Osteo,C-->Osteo,1,All Sex,< 40,19,2
C,Osteo,C-->Osteo,1,All Sex,> 60,254,4
C,Osteo,C-->Osteo,1,All Sex,40 to 60,171,3
C,Osteo,C-->Osteo,1,All Sex,All Age,444,1
C,Osteo,C-->Osteo,1,F,< 40,12,2
C,Osteo,C-->Osteo,1,F,> 60,92,4
C,Osteo,C-->Osteo,1,F,40 to 60,81,3
C,Osteo,C-->Osteo,1,F,All Age,185,1
C,Osteo,C-->Osteo,1,M,< 40,7,2
C,Osteo,C-->Osteo,1,M,> 60,162,4
C,Osteo,C-->Osteo,1,M,40 to 60,90,3
C,Osteo,C-->Osteo,1,M,All Age,259,1
C,Paralysis,C-->Paralysis,0,All Sex,< 40,9,2
C,Paralysis,C-->Paralysis,0,All Sex,> 60,119,4
C,Paralysis,C-->Paralysis,0,All Sex,40 to 60,31,3
C,Paralysis,C-->Paralysis,0,All Sex,All Age,159,1
C,Paralysis,C-->Paralysis,0,F,< 40,5,2
C,Paralysis,C-->Paralysis,0,F,> 60,26,4
C,Paralysis,C-->Paralysis,0,F,40 to 60,16,3
C,Paralysis,C-->Paralysis,0,F,All Age,47,1
C,Paralysis,C-->Paralysis,0,M,< 40,4,2
C,Paralysis,C-->Paralysis,0,M,> 60,93,4
C,Paralysis,C-->Paralysis,0,M,40 to 60,15,3
C,Paralysis,C-->Paralysis,0,M,All Age,112,1
C,PUD,C-->PUD,0,All Sex,< 40,2,2
C,PUD,C-->PUD,0,All Sex,> 60,28,4
C,PUD,C-->PUD,0,All Sex,40 to 60,10,3
C,PUD,C-->PUD,0,All Sex,All Age,40,1
C,PUD,C-->PUD,0,F,> 60,14,4
C,PUD,C-->PUD,0,F,40 to 60,9,3
C,PUD,C-->PUD,0,F,All Age,23,1
C,PUD,C-->PUD,0,M,< 40,2,2
C,PUD,C-->PUD,0,M,> 60,14,4
C,PUD,C-->PUD,0,M,40 to 60,1,3
C,PUD,C-->PUD,0,M,All Age,17,1
C,WeightLoss,C-->WeightLoss,0,All Sex,< 40,12,2
C,WeightLoss,C-->WeightLoss,0,All Sex,> 60,353,4
C,WeightLoss,C-->WeightLoss,0,All Sex,40 to 60,94,3
C,WeightLoss,C-->WeightLoss,0,All Sex,All Age,459,1
C,WeightLoss,C-->WeightLoss,0,F,< 40,2,2
C,WeightLoss,C-->WeightLoss,0,F,> 60,191,4
C,WeightLoss,C-->WeightLoss,0,F,40 to 60,44,3
C,WeightLoss,C-->WeightLoss,0,F,All Age,237,1
C,WeightLoss,C-->WeightLoss,0,M,< 40,10,2
C,WeightLoss,C-->WeightLoss,0,M,> 60,162,4
C,WeightLoss,C-->WeightLoss,0,M,40 to 60,50,3
C,WeightLoss,C-->WeightLoss,0,M,All Age,222,1
CKD,Alcohol,CKD-->Alcohol,0,All Sex,> 60,6,4
CKD,Alcohol,CKD-->Alcohol,0,All Sex,All Age,6,1
CKD,Alcohol,CKD-->Alcohol,0,M,> 60,6,4
CKD,Alcohol,CKD-->Alcohol,0,M,All Age,6,1
CKD,Anemia,CKD-->Anemia,0,All Sex,< 40,2,2
CKD,Anemia,CKD-->Anemia,0,All Sex,> 60,187,4
CKD,Anemia,CKD-->Anemia,0,All Sex,40 to 60,5,3
CKD,Anemia,CKD-->Anemia,0,All Sex,All Age,194,1
CKD,Anemia,CKD-->Anemia,0,F,< 40,2,2
CKD,Anemia,CKD-->Anemia,0,F,> 60,106,4
CKD,Anemia,CKD-->Anemia,0,F,40 to 60,1,3
CKD,Anemia,CKD-->Anemia,0,F,All Age,109,1
CKD,Anemia,CKD-->Anemia,0,M,> 60,81,4
CKD,Anemia,CKD-->Anemia,0,M,40 to 60,4,3
CKD,Anemia,CKD-->Anemia,0,M,All Age,85,1
CKD,AR,CKD-->AR,1,All Sex,> 60,33,4
CKD,AR,CKD-->AR,1,All Sex,40 to 60,3,3
CKD,AR,CKD-->AR,1,All Sex,All Age,36,1
CKD,AR,CKD-->AR,1,F,> 60,26,4
CKD,AR,CKD-->AR,1,F,All Age,26,1
CKD,AR,CKD-->AR,1,M,> 60,7,4
CKD,AR,CKD-->AR,1,M,40 to 60,3,3
CKD,AR,CKD-->AR,1,M,All Age,10,1
CKD,AS,CKD-->AS,1,All Sex,> 60,9,4
CKD,AS,CKD-->AS,1,All Sex,All Age,9,1
CKD,AS,CKD-->AS,1,F,> 60,8,4
CKD,AS,CKD-->AS,1,F,All Age,8,1
CKD,AS,CKD-->AS,1,M,> 60,1,4
CKD,AS,CKD-->AS,1,M,All Age,1,1
CKD,BloodLoss,CKD-->BloodLoss,0,All Sex,> 60,37,4
CKD,BloodLoss,CKD-->BloodLoss,0,All Sex,40 to 60,12,3
CKD,BloodLoss,CKD-->BloodLoss,0,All Sex,All Age,49,1
CKD,BloodLoss,CKD-->BloodLoss,0,F,> 60,5,4
CKD,BloodLoss,CKD-->BloodLoss,0,F,All Age,5,1
CKD,BloodLoss,CKD-->BloodLoss,0,M,> 60,32,4
CKD,BloodLoss,CKD-->BloodLoss,0,M,40 to 60,12,3
CKD,BloodLoss,CKD-->BloodLoss,0,M,All Age,44,1
CKD,BP,CKD-->BP,1,All Sex,> 60,227,4
CKD,BP,CKD-->BP,1,All Sex,40 to 60,9,3
CKD,BP,CKD-->BP,1,All Sex,All Age,236,1
CKD,BP,CKD-->BP,1,F,> 60,175,4
CKD,BP,CKD-->BP,1,F,40 to 60,5,3
CKD,BP,CKD-->BP,1,F,All Age,180,1
CKD,BP,CKD-->BP,1,M,> 60,52,4
CKD,BP,CKD-->BP,1,M,40 to 60,4,3
CKD,BP,CKD-->BP,1,M,All Age,56,1
CKD,C,CKD-->C,1,All Sex,> 60,200,4
CKD,C,CKD-->C,1,All Sex,40 to 60,10,3
CKD,C,CKD-->C,1,All Sex,All Age,210,1
CKD,C,CKD-->C,1,F,> 60,41,4
CKD,C,CKD-->C,1,F,40 to 60,4,3
CKD,C,CKD-->C,1,F,All Age,45,1
CKD,C,CKD-->C,1,M,> 60,159,4
CKD,C,CKD-->C,1,M,40 to 60,6,3
CKD,C,CKD-->C,1,M,All Age,165,1
CKD,Coagulopathy,CKD-->Coagulopathy,0,All Sex,> 60,134,4
CKD,Coagulopathy,CKD-->Coagulopathy,0,All Sex,40 to 60,20,3
CKD,Coagulopathy,CKD-->Coagulopathy,0,All Sex,All Age,154,1
CKD,Coagulopathy,CKD-->Coagulopathy,0,F,> 60,28,4
CKD,Coagulopathy,CKD-->Coagulopathy,0,F,40 to 60,2,3
CKD,Coagulopathy,CKD-->Coagulopathy,0,F,All Age,30,1
CKD,Coagulopathy,CKD-->Coagulopathy,0,M,> 60,106,4
CKD,Coagulopathy,CKD-->Coagulopathy,0,M,40 to 60,18,3
CKD,Coagulopathy,CKD-->Coagulopathy,0,M,All Age,124,1
CKD,COPD,CKD-->COPD,1,All Sex,> 60,159,4
CKD,COPD,CKD-->COPD,1,All Sex,40 to 60,2,3
CKD,COPD,CKD-->COPD,1,All Sex,All Age,161,1
CKD,COPD,CKD-->COPD,1,F,> 60,35,4
CKD,COPD,CKD-->COPD,1,F,40 to 60,2,3
CKD,COPD,CKD-->COPD,1,F,All Age,37,1
CKD,COPD,CKD-->COPD,1,M,> 60,124,4
CKD,COPD,CKD-->COPD,1,M,All Age,124,1
CKD,CVD,CKD-->CVD,1,All Sex,< 40,23,2
CKD,CVD,CKD-->CVD,1,All Sex,> 60,631,4
CKD,CVD,CKD-->CVD,1,All Sex,40 to 60,80,3
CKD,CVD,CKD-->CVD,1,All Sex,All Age,734,1
CKD,CVD,CKD-->CVD,1,F,< 40,9,2
CKD,CVD,CKD-->CVD,1,F,> 60,348,4
CKD,CVD,CKD-->CVD,1,F,40 to 60,27,3
CKD,CVD,CKD-->CVD,1,F,All Age,384,1
CKD,CVD,CKD-->CVD,1,M,< 40,14,2
CKD,CVD,CKD-->CVD,1,M,> 60,283,4
CKD,CVD,CKD-->CVD,1,M,40 to 60,53,3
CKD,CVD,CKD-->CVD,1,M,All Age,350,1
CKD,D,CKD-->D,1,All Sex,< 40,3,2
CKD,D,CKD-->D,1,All Sex,> 60,295,4
CKD,D,CKD-->D,1,All Sex,40 to 60,44,3
CKD,D,CKD-->D,1,All Sex,All Age,342,1
CKD,D,CKD-->D,1,F,< 40,3,2
CKD,D,CKD-->D,1,F,> 60,120,4
CKD,D,CKD-->D,1,F,40 to 60,10,3
CKD,D,CKD-->D,1,F,All Age,133,1
CKD,D,CKD-->D,1,M,> 60,175,4
CKD,D,CKD-->D,1,M,40 to 60,34,3
CKD,D,CKD-->D,1,M,All Age,209,1
CKD,Drugs,CKD-->Drugs,0,All Sex,40 to 60,1,3
CKD,Drugs,CKD-->Drugs,0,All Sex,All Age,1,1
CKD,Drugs,CKD-->Drugs,0,M,40 to 60,1,3
CKD,Drugs,CKD-->Drugs,0,M,All Age,1,1
CKD,FluidsLytes,CKD-->FluidsLytes,0,All Sex,< 40,19,2
CKD,FluidsLytes,CKD-->FluidsLytes,0,All Sex,> 60,631,4
CKD,FluidsLytes,CKD-->FluidsLytes,0,All Sex,40 to 60,91,3
CKD,FluidsLytes,CKD-->FluidsLytes,0,All Sex,All Age,741,1
CKD,FluidsLytes,CKD-->FluidsLytes,0,F,< 40,5,2
CKD,FluidsLytes,CKD-->FluidsLytes,0,F,> 60,343,4
CKD,FluidsLytes,CKD-->FluidsLytes,0,F,40 to 60,46,3
CKD,FluidsLytes,CKD-->FluidsLytes,0,F,All Age,394,1
CKD,FluidsLytes,CKD-->FluidsLytes,0,M,< 40,14,2
CKD,FluidsLytes,CKD-->FluidsLytes,0,M,> 60,288,4
CKD,FluidsLytes,CKD-->FluidsLytes,0,M,40 to 60,45,3
CKD,FluidsLytes,CKD-->FluidsLytes,0,M,All Age,347,1
CKD,G,CKD-->G,1,All Sex,< 40,6,2
CKD,G,CKD-->G,1,All Sex,> 60,43,4
CKD,G,CKD-->G,1,All Sex,40 to 60,8,3
CKD,G,CKD-->G,1,All Sex,All Age,57,1
CKD,G,CKD-->G,1,F,> 60,12,4
CKD,G,CKD-->G,1,F,All Age,12,1
CKD,G,CKD-->G,1,M,< 40,6,2
CKD,G,CKD-->G,1,M,> 60,31,4
CKD,G,CKD-->G,1,M,40 to 60,8,3
CKD,G,CKD-->G,1,M,All Age,45,1
CKD,HIV,CKD-->HIV,0,All Sex,40 to 60,2,3
CKD,HIV,CKD-->HIV,0,All Sex,All Age,2,1
CKD,HIV,CKD-->HIV,0,M,40 to 60,2,3
CKD,HIV,CKD-->HIV,0,M,All Age,2,1
CKD,Hypothyroid,CKD-->Hypothyroid,0,All Sex,> 60,8,4
CKD,Hypothyroid,CKD-->Hypothyroid,0,All Sex,40 to 60,24,3
CKD,Hypothyroid,CKD-->Hypothyroid,0,All Sex,All Age,32,1
CKD,Hypothyroid,CKD-->Hypothyroid,0,F,> 60,8,4
CKD,Hypothyroid,CKD-->Hypothyroid,0,F,40 to 60,24,3
CKD,Hypothyroid,CKD-->Hypothyroid,0,F,All Age,32,1
CKD,Liver,CKD-->Liver,0,All Sex,< 40,2,2
CKD,Liver,CKD-->Liver,0,All Sex,> 60,30,4
CKD,Liver,CKD-->Liver,0,All Sex,40 to 60,2,3
CKD,Liver,CKD-->Liver,0,All Sex,All Age,34,1
CKD,Liver,CKD-->Liver,0,F,> 60,9,4
CKD,Liver,CKD-->Liver,0,F,All Age,9,1
CKD,Liver,CKD-->Liver,0,M,< 40,2,2
CKD,Liver,CKD-->Liver,0,M,> 60,21,4
CKD,Liver,CKD-->Liver,0,M,40 to 60,2,3
CKD,Liver,CKD-->Liver,0,M,All Age,25,1
CKD,MHC,CKD-->MHC,1,All Sex,> 60,93,4
CKD,MHC,CKD-->MHC,1,All Sex,40 to 60,7,3
CKD,MHC,CKD-->MHC,1,All Sex,All Age,100,1
CKD,MHC,CKD-->MHC,1,F,> 60,49,4
CKD,MHC,CKD-->MHC,1,F,40 to 60,1,3
CKD,MHC,CKD-->MHC,1,F,All Age,50,1
CKD,MHC,CKD-->MHC,1,M,> 60,44,4
CKD,MHC,CKD-->MHC,1,M,40 to 60,6,3
CKD,MHC,CKD-->MHC,1,M,All Age,50,1
CKD,NeuroOther,CKD-->NeuroOther,0,All Sex,< 40,1,2
CKD,NeuroOther,CKD-->NeuroOther,0,All Sex,> 60,67,4
CKD,NeuroOther,CKD-->NeuroOther,0,All Sex,40 to 60,20,3
CKD,NeuroOther,CKD-->NeuroOther,0,All Sex,All Age,88,1
CKD,NeuroOther,CKD-->NeuroOther,0,F,> 60,17,4
CKD,NeuroOther,CKD-->NeuroOther,0,F,All Age,17,1
CKD,NeuroOther,CKD-->NeuroOther,0,M,< 40,1,2
CKD,NeuroOther,CKD-->NeuroOther,0,M,> 60,50,4
CKD,NeuroOther,CKD-->NeuroOther,0,M,40 to 60,20,3
CKD,NeuroOther,CKD-->NeuroOther,0,M,All Age,71,1
CKD,Obesity,CKD-->Obesity,0,All Sex,> 60,43,4
CKD,Obesity,CKD-->Obesity,0,All Sex,40 to 60,2,3
CKD,Obesity,CKD-->Obesity,0,All Sex,All Age,45,1
CKD,Obesity,CKD-->Obesity,0,F,> 60,14,4
CKD,Obesity,CKD-->Obesity,0,F,40 to 60,2,3
CKD,Obesity,CKD-->Obesity,0,F,All Age,16,1
CKD,Obesity,CKD-->Obesity,0,M,> 60,29,4
CKD,Obesity,CKD-->Obesity,0,M,All Age,29,1
CKD,Osteo,CKD-->Osteo,1,All Sex,< 40,1,2
CKD,Osteo,CKD-->Osteo,1,All Sex,> 60,20,4
CKD,Osteo,CKD-->Osteo,1,All Sex,All Age,21,1
CKD,Osteo,CKD-->Osteo,1,F,> 60,17,4
CKD,Osteo,CKD-->Osteo,1,F,All Age,17,1
CKD,Osteo,CKD-->Osteo,1,M,< 40,1,2
CKD,Osteo,CKD-->Osteo,1,M,> 60,3,4
CKD,Osteo,CKD-->Osteo,1,M,All Age,4,1
CKD,Paralysis,CKD-->Paralysis,0,All Sex,> 60,31,4
CKD,Paralysis,CKD-->Paralysis,0,All Sex,All Age,31,1
CKD,Paralysis,CKD-->Paralysis,0,F,> 60,22,4
CKD,Paralysis,CKD-->Paralysis,0,F,All Age,22,1
CKD,Paralysis,CKD-->Paralysis,0,M,> 60,9,4
CKD,Paralysis,CKD-->Paralysis,0,M,All Age,9,1
CKD,PUD,CKD-->PUD,0,All Sex,> 60,18,4
CKD,PUD,CKD-->PUD,0,All Sex,40 to 60,1,3
CKD,PUD,CKD-->PUD,0,All Sex,All Age,19,1
CKD,PUD,CKD-->PUD,0,M,> 60,18,4
CKD,PUD,CKD-->PUD,0,M,40 to 60,1,3
CKD,PUD,CKD-->PUD,0,M,All Age,19,1
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,< 40,2,2
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,> 60,96,4
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,40 to 60,7,3
CKD,WeightLoss,CKD-->WeightLoss,0,All Sex,All Age,105,1
CKD,WeightLoss,CKD-->WeightLoss,0,F,< 40,2,2
CKD,WeightLoss,CKD-->WeightLoss,0,F,> 60,38,4
CKD,WeightLoss,CKD-->WeightLoss,0,F,40 to 60,6,3
CKD,WeightLoss,CKD-->WeightLoss,0,F,All Age,46,1
CKD,WeightLoss,CKD-->WeightLoss,0,M,> 60,58,4
CKD,WeightLoss,CKD-->WeightLoss,0,M,40 to 60,1,3
CKD,WeightLoss,CKD-->WeightLoss,0,M,All Age,59,1
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,< 40,1,2
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,> 60,32,4
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,40 to 60,1,3
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,All Sex,All Age,34,1
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,< 40,1,2
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,40 to 60,1,3
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,F,All Age,2,1
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,M,> 60,32,4
Coagulopathy,Alcohol,Coagulopathy-->Alcohol,0,M,All Age,32,1
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,< 40,1,2
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,> 60,49,4
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,40 to 60,25,3
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,All Sex,All Age,75,1
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,< 40,1,2
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,> 60,12,4
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,40 to 60,24,3
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,F,All Age,37,1
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,> 60,37,4
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,40 to 60,1,3
Coagulopathy,Anemia,Coagulopathy-->Anemia,0,M,All Age,38,1
Coagulopathy,AR,Coagulopathy-->AR,0,All Sex,< 40,1,2
Coagulopathy,AR,Coagulopathy-->AR,0,All Sex,> 60,23,4
Coagulopathy,AR,Coagulopathy-->AR,0,All Sex,40 to 60,1,3
Coagulopathy,AR,Coagulopathy-->AR,0,All Sex,All Age,25,1
Coagulopathy,AR,Coagulopathy-->AR,0,F,> 60,7,4
Coagulopathy,AR,Coagulopathy-->AR,0,F,40 to 60,1,3
Coagulopathy,AR,Coagulopathy-->AR,0,F,All Age,8,1
Coagulopathy,AR,Coagulopathy-->AR,0,M,< 40,1,2
Coagulopathy,AR,Coagulopathy-->AR,0,M,> 60,16,4
Coagulopathy,AR,Coagulopathy-->AR,0,M,All Age,17,1
Coagulopathy,AS,Coagulopathy-->AS,0,All Sex,< 40,12,2
Coagulopathy,AS,Coagulopathy-->AS,0,All Sex,> 60,10,4
Coagulopathy,AS,Coagulopathy-->AS,0,All Sex,All Age,22,1
Coagulopathy,AS,Coagulopathy-->AS,0,F,< 40,5,2
Coagulopathy,AS,Coagulopathy-->AS,0,F,> 60,8,4
Coagulopathy,AS,Coagulopathy-->AS,0,F,All Age,13,1
Coagulopathy,AS,Coagulopathy-->AS,0,M,< 40,7,2
Coagulopathy,AS,Coagulopathy-->AS,0,M,> 60,2,4
Coagulopathy,AS,Coagulopathy-->AS,0,M,All Age,9,1
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,All Sex,> 60,70,4
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,All Sex,40 to 60,19,3
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,All Sex,All Age,89,1
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,F,> 60,3,4
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,F,40 to 60,4,3
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,F,All Age,7,1
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,M,> 60,67,4
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,M,40 to 60,15,3
Coagulopathy,BloodLoss,Coagulopathy-->BloodLoss,0,M,All Age,82,1
Coagulopathy,BP,Coagulopathy-->BP,0,All Sex,< 40,8,2
Coagulopathy,BP,Coagulopathy-->BP,0,All Sex,> 60,30,4
Coagulopathy,BP,Coagulopathy-->BP,0,All Sex,40 to 60,9,3
Coagulopathy,BP,Coagulopathy-->BP,0,All Sex,All Age,47,1
Coagulopathy,BP,Coagulopathy-->BP,0,F,< 40,3,2
Coagulopathy,BP,Coagulopathy-->BP,0,F,40 to 60,3,3
Coagulopathy,BP,Coagulopathy-->BP,0,F,All Age,6,1
Coagulopathy,BP,Coagulopathy-->BP,0,M,< 40,5,2
Coagulopathy,BP,Coagulopathy-->BP,0,M,> 60,30,4
Coagulopathy,BP,Coagulopathy-->BP,0,M,40 to 60,6,3
Coagulopathy,BP,Coagulopathy-->BP,0,M,All Age,41,1
Coagulopathy,C,Coagulopathy-->C,0,All Sex,< 40,13,2
Coagulopathy,C,Coagulopathy-->C,0,All Sex,> 60,204,4
Coagulopathy,C,Coagulopathy-->C,0,All Sex,40 to 60,34,3
Coagulopathy,C,Coagulopathy-->C,0,All Sex,All Age,251,1
