from,to,width,color,title,gender,age_group,develop_year,is_significant,cd_from_to,significance,symbol,width_color
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.531 --</p>,F,All Age,Within 10 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.523 --</p>,F,All Age,All Years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.616 --</p>,M,> 60,Within 2 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.615 --</p>,M,> 60,Within 5 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.615 --</p>,M,> 60,Within 10 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.616 --</p>,M,> 60,All Years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.284 --</p>,M,40 to 60,Within 2 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.273 --</p>,M,40 to 60,Within 5 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.273 --</p>,M,40 to 60,Within 10 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.304 --</p>,M,40 to 60,All Years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.511 --</p>,M,All Age,Within 2 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.513 --</p>,M,All Age,Within 5 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.514 --</p>,M,All Age,Within 10 years,0,BP-->AR,Not Significant,--,a
BP,AR,1,#CA0020,<p><b>BP-->AR</b></p><p>P value: 0.522 --</p>,M,All Age,All Years,0,BP-->AR,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.501 --</p>,All Sex,< 40,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.471 --</p>,All Sex,< 40,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.474 --</p>,All Sex,< 40,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.464 --</p>,All Sex,< 40,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.670 --</p>,All Sex,> 60,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.669 --</p>,All Sex,> 60,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.668 --</p>,All Sex,> 60,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.668 --</p>,All Sex,> 60,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.694 --</p>,All Sex,40 to 60,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.683 --</p>,All Sex,40 to 60,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.683 --</p>,All Sex,40 to 60,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.682 --</p>,All Sex,40 to 60,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.654 --</p>,All Sex,All Age,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.649 --</p>,All Sex,All Age,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.650 --</p>,All Sex,All Age,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.650 --</p>,All Sex,All Age,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.529 --</p>,F,< 40,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.480 --</p>,F,< 40,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.483 --</p>,F,< 40,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.468 --</p>,F,< 40,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.643 --</p>,F,> 60,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.642 --</p>,F,> 60,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.642 --</p>,F,> 60,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.643 --</p>,F,> 60,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.718 --</p>,F,40 to 60,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.700 --</p>,F,40 to 60,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.696 --</p>,F,40 to 60,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.697 --</p>,F,40 to 60,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.627 --</p>,F,All Age,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.618 --</p>,F,All Age,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.619 --</p>,F,All Age,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.619 --</p>,F,All Age,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.599 --</p>,M,< 40,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.599 --</p>,M,< 40,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.602 --</p>,M,< 40,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.599 --</p>,M,< 40,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.708 --</p>,M,> 60,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.704 --</p>,M,> 60,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.701 --</p>,M,> 60,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.699 --</p>,M,> 60,All Years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.687 --</p>,M,All Age,Within 2 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.686 --</p>,M,All Age,Within 5 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.685 --</p>,M,All Age,Within 10 years,0,BP-->AS,Not Significant,--,a
BP,AS,1,#CA0020,<p><b>BP-->AS</b></p><p>P value: 0.684 --</p>,M,All Age,All Years,0,BP-->AS,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.565 --</p>,All Sex,< 40,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.534 --</p>,All Sex,< 40,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.516 --</p>,All Sex,< 40,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.403 --</p>,All Sex,< 40,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.421 --</p>,All Sex,> 60,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.419 --</p>,All Sex,> 60,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.422 --</p>,All Sex,> 60,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.426 --</p>,All Sex,> 60,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.653 --</p>,All Sex,40 to 60,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.621 --</p>,All Sex,40 to 60,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.574 --</p>,All Sex,40 to 60,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.553 --</p>,All Sex,40 to 60,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.451 --</p>,All Sex,All Age,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.440 --</p>,All Sex,All Age,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.431 --</p>,All Sex,All Age,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.421 --</p>,All Sex,All Age,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.692 --</p>,F,< 40,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.641 --</p>,F,< 40,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.612 --</p>,F,< 40,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.468 --</p>,F,< 40,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.498 --</p>,F,> 60,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.499 --</p>,F,> 60,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.501 --</p>,F,> 60,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.496 --</p>,F,> 60,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.669 --</p>,F,40 to 60,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.636 --</p>,F,40 to 60,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.550 --</p>,F,40 to 60,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.526 --</p>,F,40 to 60,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.515 --</p>,F,All Age,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.503 --</p>,F,All Age,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.484 --</p>,F,All Age,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.458 --</p>,F,All Age,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.517 --</p>,M,< 40,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.520 --</p>,M,< 40,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.522 --</p>,M,< 40,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.476 --</p>,M,< 40,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.404 --</p>,M,> 60,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.397 --</p>,M,> 60,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.400 --</p>,M,> 60,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.409 --</p>,M,> 60,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.686 --</p>,M,40 to 60,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.656 --</p>,M,40 to 60,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.644 --</p>,M,40 to 60,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.620 --</p>,M,40 to 60,All Years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.427 --</p>,M,All Age,Within 2 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.417 --</p>,M,All Age,Within 5 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.419 --</p>,M,All Age,Within 10 years,0,BP-->C,Not Significant,--,a
BP,C,1,#CA0020,<p><b>BP-->C</b></p><p>P value: 0.422 --</p>,M,All Age,All Years,0,BP-->C,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.563 --</p>,All Sex,> 60,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.541 --</p>,All Sex,> 60,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.544 --</p>,All Sex,> 60,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.548 --</p>,All Sex,> 60,All Years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.701 --</p>,All Sex,40 to 60,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.637 --</p>,All Sex,40 to 60,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.638 --</p>,All Sex,40 to 60,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.634 --</p>,All Sex,40 to 60,All Years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.593 --</p>,All Sex,All Age,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.561 --</p>,All Sex,All Age,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.564 --</p>,All Sex,All Age,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.568 --</p>,All Sex,All Age,All Years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.609 --</p>,F,> 60,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.586 --</p>,F,> 60,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.587 --</p>,F,> 60,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.589 --</p>,F,> 60,All Years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.748 --</p>,F,40 to 60,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.715 --</p>,F,40 to 60,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.711 --</p>,F,40 to 60,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.697 --</p>,F,40 to 60,All Years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.635 --</p>,F,All Age,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.610 --</p>,F,All Age,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.612 --</p>,F,All Age,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.612 --</p>,F,All Age,All Years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.551 --</p>,M,> 60,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.532 --</p>,M,> 60,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.535 --</p>,M,> 60,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.540 --</p>,M,> 60,All Years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.698 --</p>,M,40 to 60,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.617 --</p>,M,40 to 60,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.618 --</p>,M,40 to 60,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.620 --</p>,M,40 to 60,All Years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.572 --</p>,M,All Age,Within 2 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.537 --</p>,M,All Age,Within 5 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.541 --</p>,M,All Age,Within 10 years,0,BP-->COPD,Not Significant,--,a
BP,COPD,1,#CA0020,<p><b>BP-->COPD</b></p><p>P value: 0.548 --</p>,M,All Age,All Years,0,BP-->COPD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.628 --</p>,All Sex,< 40,Within 2 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.596 --</p>,All Sex,< 40,Within 5 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.599 --</p>,All Sex,< 40,Within 10 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.566 --</p>,All Sex,< 40,All Years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1.5,#F4A582,<p><b>BP-->CVD</b></p><p>P value: 0.035 *</p>,All Sex,> 60,Within 2 years,1,BP-->CVD,Significant,*,b
BP,CVD,1.5,#F4A582,<p><b>BP-->CVD</b></p><p>P value: 0.040 *</p>,All Sex,> 60,Within 5 years,1,BP-->CVD,Significant,*,b
BP,CVD,1.5,#F4A582,<p><b>BP-->CVD</b></p><p>P value: 0.043 *</p>,All Sex,> 60,Within 10 years,1,BP-->CVD,Significant,*,b
BP,CVD,1.5,#F4A582,<p><b>BP-->CVD</b></p><p>P value: 0.049 *</p>,All Sex,> 60,All Years,1,BP-->CVD,Significant,*,b
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.309 --</p>,All Sex,40 to 60,Within 2 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.286 --</p>,All Sex,40 to 60,Within 5 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.270 --</p>,All Sex,40 to 60,Within 10 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.273 --</p>,All Sex,40 to 60,All Years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.054 --</p>,All Sex,All Age,Within 2 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.058 --</p>,All Sex,All Age,Within 5 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.061 --</p>,All Sex,All Age,Within 10 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.068 --</p>,All Sex,All Age,All Years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.629 --</p>,F,< 40,Within 2 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.610 --</p>,F,< 40,Within 5 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.612 --</p>,F,< 40,Within 10 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.592 --</p>,F,< 40,All Years,0,BP-->CVD,Not Significant,--,a
BP,CVD,4.5,#0571B0,<p><b>BP-->CVD</b></p><p>P value: 0.001 ***</p>,F,> 60,Within 2 years,1,BP-->CVD,Extremely Significant,***,d
BP,CVD,3,#92C5DE,<p><b>BP-->CVD</b></p><p>P value: 0.002 **</p>,F,> 60,Within 5 years,1,BP-->CVD,Very Significant,**,c
BP,CVD,3,#92C5DE,<p><b>BP-->CVD</b></p><p>P value: 0.002 **</p>,F,> 60,Within 10 years,1,BP-->CVD,Very Significant,**,c
BP,CVD,3,#92C5DE,<p><b>BP-->CVD</b></p><p>P value: 0.002 **</p>,F,> 60,All Years,1,BP-->CVD,Very Significant,**,c
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.452 --</p>,F,40 to 60,Within 2 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.409 --</p>,F,40 to 60,Within 5 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.397 --</p>,F,40 to 60,Within 10 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.366 --</p>,F,40 to 60,All Years,0,BP-->CVD,Not Significant,--,a
BP,CVD,3,#92C5DE,<p><b>BP-->CVD</b></p><p>P value: 0.005 **</p>,F,All Age,Within 2 years,1,BP-->CVD,Very Significant,**,c
BP,CVD,3,#92C5DE,<p><b>BP-->CVD</b></p><p>P value: 0.005 **</p>,F,All Age,Within 5 years,1,BP-->CVD,Very Significant,**,c
BP,CVD,3,#92C5DE,<p><b>BP-->CVD</b></p><p>P value: 0.006 **</p>,F,All Age,Within 10 years,1,BP-->CVD,Very Significant,**,c
BP,CVD,3,#92C5DE,<p><b>BP-->CVD</b></p><p>P value: 0.007 **</p>,F,All Age,All Years,1,BP-->CVD,Very Significant,**,c
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.712 --</p>,M,< 40,Within 2 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.675 --</p>,M,< 40,Within 5 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.677 --</p>,M,< 40,Within 10 years,0,BP-->CVD,Not Significant,--,a
BP,CVD,1,#CA0020,<p><b>BP-->CVD</b></p><p>P value: 0.638 --</p>,M,< 40,All Years,0,BP-->CVD,Not Significant,--,a
