cd_from,cd_to,is_chronic_path,gender_f,gender_m,gender_all,age_le_40,age_mid,age_gt_60,age_all,within_02_years,within_05_years,within_10_years,within_all_years,instance
AR,BP,1,0,1,1,0,0,1,1,1,1,1,1,16
AR,BP,1,0,1,1,0,1,0,1,0,0,0,1,2
AR,BP,1,0,1,1,0,1,0,1,0,0,1,1,1
AR,BP,1,0,1,1,0,1,0,1,0,1,1,1,1
AR,BP,1,1,0,1,0,0,1,1,0,0,0,1,2
AR,BP,1,1,0,1,0,0,1,1,0,1,1,1,1
AR,BP,1,1,0,1,0,0,1,1,1,1,1,1,20
AR,BP,1,1,0,1,0,1,0,1,0,1,1,1,4
AR,BP,1,1,0,1,0,1,0,1,1,1,1,1,5
AR,BP,1,1,0,1,1,0,0,1,0,0,0,1,1
AR,BP,1,1,0,1,1,0,0,1,1,1,1,1,13
AR,C,1,0,1,1,0,0,1,1,0,0,0,1,7
AR,C,1,0,1,1,0,0,1,1,0,0,1,1,5
AR,C,1,0,1,1,0,0,1,1,0,1,1,1,10
AR,C,1,0,1,1,0,0,1,1,1,1,1,1,20
AR,C,1,0,1,1,0,1,0,1,0,0,0,1,11
AR,C,1,0,1,1,0,1,0,1,0,0,1,1,4
AR,C,1,0,1,1,0,1,0,1,0,1,1,1,3
AR,C,1,0,1,1,0,1,0,1,1,1,1,1,4
AR,C,1,0,1,1,1,0,0,1,0,0,0,1,1
AR,C,1,1,0,1,0,0,1,1,0,0,0,1,4
AR,C,1,1,0,1,0,0,1,1,0,0,1,1,1
AR,C,1,1,0,1,0,0,1,1,0,1,1,1,18
AR,C,1,1,0,1,0,0,1,1,1,1,1,1,22
AR,C,1,1,0,1,0,1,0,1,0,0,0,1,3
AR,C,1,1,0,1,0,1,0,1,0,0,1,1,11
AR,C,1,1,0,1,0,1,0,1,0,1,1,1,6
AR,C,1,1,0,1,0,1,0,1,1,1,1,1,4
AR,C,1,1,0,1,1,0,0,1,0,0,0,1,1
AR,C,1,1,0,1,1,0,0,1,0,1,1,1,1
AR,C,1,1,0,1,1,0,0,1,1,1,1,1,1
AR,CKD,1,0,1,1,0,0,1,1,0,0,0,1,6
AR,CKD,1,0,1,1,0,0,1,1,0,0,1,1,1
AR,CKD,1,0,1,1,0,0,1,1,1,1,1,1,2
AR,CKD,1,0,1,1,0,1,0,1,1,1,1,1,3
AR,CKD,1,1,0,1,0,0,1,1,0,0,0,1,4
AR,CKD,1,1,0,1,0,0,1,1,0,0,1,1,1
AR,CKD,1,1,0,1,0,0,1,1,1,1,1,1,26
AR,CKD,1,1,0,1,0,1,0,1,0,0,0,1,1
AR,Coagulopathy,0,0,1,1,0,0,1,1,0,0,0,1,2
AR,Coagulopathy,0,0,1,1,0,0,1,1,0,0,1,1,1
AR,Coagulopathy,0,0,1,1,0,0,1,1,1,1,1,1,16
AR,Coagulopathy,0,1,0,1,0,0,1,1,1,1,1,1,8
AR,COPD,1,0,1,1,0,0,1,1,0,0,0,1,1
AR,COPD,1,0,1,1,0,0,1,1,1,1,1,1,27
AR,COPD,1,0,1,1,0,1,0,1,1,1,1,1,1
AR,COPD,1,1,0,1,0,0,1,1,0,0,0,1,2
AR,COPD,1,1,0,1,0,0,1,1,0,1,1,1,8
AR,COPD,1,1,0,1,0,0,1,1,1,1,1,1,8
AR,COPD,1,1,0,1,0,1,0,1,0,1,1,1,2
AR,COPD,1,1,0,1,0,1,0,1,1,1,1,1,4
AR,CVD,1,0,1,1,0,0,1,1,0,0,0,1,18
AR,CVD,1,0,1,1,0,0,1,1,0,0,1,1,6
AR,CVD,1,0,1,1,0,0,1,1,0,1,1,1,18
AR,CVD,1,0,1,1,0,0,1,1,1,1,1,1,84
AR,CVD,1,0,1,1,0,1,0,1,0,0,0,1,7
AR,CVD,1,0,1,1,0,1,0,1,0,0,1,1,2
AR,CVD,1,0,1,1,0,1,0,1,0,1,1,1,4
AR,CVD,1,0,1,1,0,1,0,1,1,1,1,1,21
AR,CVD,1,0,1,1,1,0,0,1,0,0,0,1,1
AR,CVD,1,0,1,1,1,0,0,1,1,1,1,1,2
AR,CVD,1,1,0,1,0,0,1,1,0,0,0,1,6
AR,CVD,1,1,0,1,0,0,1,1,0,0,1,1,10
AR,CVD,1,1,0,1,0,0,1,1,0,1,1,1,15
AR,CVD,1,1,0,1,0,0,1,1,1,1,1,1,106
AR,CVD,1,1,0,1,0,1,0,1,0,0,0,1,7
AR,CVD,1,1,0,1,0,1,0,1,0,0,1,1,3
AR,CVD,1,1,0,1,0,1,0,1,0,1,1,1,7
AR,CVD,1,1,0,1,0,1,0,1,1,1,1,1,16
AR,CVD,1,1,0,1,1,0,0,1,0,0,0,1,1
AR,CVD,1,1,0,1,1,0,0,1,1,1,1,1,2
AR,D,1,0,1,1,0,0,1,1,0,0,0,1,7
AR,D,1,0,1,1,0,0,1,1,1,1,1,1,42
AR,D,1,0,1,1,0,1,0,1,0,0,0,1,8
AR,D,1,0,1,1,0,1,0,1,0,0,1,1,1
AR,D,1,0,1,1,0,1,0,1,0,1,1,1,1
AR,D,1,0,1,1,0,1,0,1,1,1,1,1,3
AR,D,1,0,1,1,1,0,0,1,0,0,0,1,2
AR,D,1,0,1,1,1,0,0,1,1,1,1,1,1
AR,D,1,1,0,1,0,0,1,1,0,0,0,1,2
AR,D,1,1,0,1,0,0,1,1,0,0,1,1,2
AR,D,1,1,0,1,0,0,1,1,0,1,1,1,4
AR,D,1,1,0,1,0,0,1,1,1,1,1,1,23
AR,D,1,1,0,1,0,1,0,1,0,0,0,1,25
AR,D,1,1,0,1,0,1,0,1,0,0,1,1,1
AR,D,1,1,0,1,0,1,0,1,0,1,1,1,1
AR,D,1,1,0,1,0,1,0,1,1,1,1,1,10
AR,D,1,1,0,1,1,0,0,1,0,0,0,1,3
AR,D,1,1,0,1,1,0,0,1,1,1,1,1,1
AR,Drugs,0,0,1,1,0,1,0,1,0,0,0,1,1
AR,Drugs,0,0,1,1,0,1,0,1,1,1,1,1,30
AR,Drugs,0,1,0,1,0,0,1,1,1,1,1,1,4
AR,Drugs,0,1,0,1,0,1,0,1,1,1,1,1,3
AR,Drugs,0,1,0,1,1,0,0,1,1,1,1,1,12
AR,FluidsLytes,0,0,1,1,0,0,1,1,0,0,0,1,2
AR,FluidsLytes,0,0,1,1,0,0,1,1,0,0,1,1,1
AR,FluidsLytes,0,0,1,1,0,0,1,1,0,1,1,1,1
AR,FluidsLytes,0,0,1,1,0,0,1,1,1,1,1,1,47
AR,FluidsLytes,0,0,1,1,0,1,0,1,0,0,1,1,1
AR,FluidsLytes,0,0,1,1,0,1,0,1,1,1,1,1,1
AR,FluidsLytes,0,0,1,1,1,0,0,1,0,0,1,1,1
AR,FluidsLytes,0,1,0,1,0,0,1,1,0,0,0,1,3
AR,FluidsLytes,0,1,0,1,0,0,1,1,0,0,1,1,2
AR,FluidsLytes,0,1,0,1,0,0,1,1,0,1,1,1,2
AR,FluidsLytes,0,1,0,1,0,0,1,1,1,1,1,1,48
AR,FluidsLytes,0,1,0,1,0,1,0,1,0,0,0,1,3
AR,FluidsLytes,0,1,0,1,0,1,0,1,1,1,1,1,4
AR,FluidsLytes,0,1,0,1,1,0,0,1,1,1,1,1,1
AR,G,1,0,1,1,0,0,1,1,0,0,0,1,2
AR,G,1,0,1,1,0,0,1,1,0,1,1,1,1
AR,G,1,0,1,1,0,0,1,1,1,1,1,1,13
AR,G,1,0,1,1,0,1,0,1,0,0,0,1,1
AR,G,1,0,1,1,0,1,0,1,1,1,1,1,3
AR,G,1,1,0,1,0,1,0,1,0,0,0,1,1
AR,HIV,0,0,1,1,0,1,0,1,1,1,1,1,1
AR,HIV,0,1,0,1,0,0,1,1,1,1,1,1,1
AR,HIV,0,1,0,1,0,1,0,1,1,1,1,1,1
AR,Hypothyroid,0,1,0,1,0,0,1,1,0,0,1,1,1
AR,Hypothyroid,0,1,0,1,0,0,1,1,1,1,1,1,10
AR,Hypothyroid,0,1,0,1,1,0,0,1,1,1,1,1,3
AR,Liver,0,0,1,1,0,0,1,1,0,0,0,1,2
AR,Liver,0,0,1,1,0,0,1,1,1,1,1,1,1
AR,Liver,0,0,1,1,0,1,0,1,1,1,1,1,1
AR,Liver,0,1,0,1,0,0,1,1,0,0,0,1,1
AR,Liver,0,1,0,1,0,0,1,1,1,1,1,1,4
AR,Liver,0,1,0,1,0,1,0,1,1,1,1,1,2
AR,MHC,1,0,1,1,0,0,1,1,0,1,1,1,2
AR,MHC,1,0,1,1,0,0,1,1,1,1,1,1,10
AR,MHC,1,0,1,1,0,1,0,1,0,0,0,1,1
AR,MHC,1,0,1,1,0,1,0,1,0,0,1,1,1
AR,MHC,1,0,1,1,0,1,0,1,0,1,1,1,1
AR,MHC,1,0,1,1,0,1,0,1,1,1,1,1,6
AR,MHC,1,1,0,1,0,0,1,1,0,0,0,1,2
AR,MHC,1,1,0,1,0,0,1,1,0,0,1,1,1
AR,MHC,1,1,0,1,0,0,1,1,1,1,1,1,25
AR,MHC,1,1,0,1,0,1,0,1,0,0,0,1,2
AR,MHC,1,1,0,1,0,1,0,1,1,1,1,1,10
AR,MHC,1,1,0,1,1,0,0,1,0,0,0,1,1
AR,MHC,1,1,0,1,1,0,0,1,1,1,1,1,2
AR,NeuroOther,0,0,1,1,0,0,1,1,0,0,0,1,1
AR,NeuroOther,0,0,1,1,0,0,1,1,0,1,1,1,1
AR,NeuroOther,0,0,1,1,0,0,1,1,1,1,1,1,37
AR,NeuroOther,0,0,1,1,0,1,0,1,0,0,0,1,1
AR,NeuroOther,0,1,0,1,0,0,1,1,0,0,0,1,4
AR,NeuroOther,0,1,0,1,0,0,1,1,0,1,1,1,4
AR,NeuroOther,0,1,0,1,0,0,1,1,1,1,1,1,12
AR,NeuroOther,0,1,0,1,0,1,0,1,0,0,1,1,1
AR,NeuroOther,0,1,0,1,0,1,0,1,1,1,1,1,1
AR,Obesity,0,0,1,1,0,0,1,1,1,1,1,1,1
AR,Obesity,0,0,1,1,0,1,0,1,0,0,0,1,2
AR,Obesity,0,0,1,1,0,1,0,1,0,1,1,1,4
AR,Obesity,0,0,1,1,0,1,0,1,1,1,1,1,1
AR,Obesity,0,0,1,1,1,0,0,1,0,0,0,1,1
AR,Obesity,0,1,0,1,0,0,1,1,0,1,1,1,2
AR,Obesity,0,1,0,1,0,0,1,1,1,1,1,1,10
AR,Obesity,0,1,0,1,0,1,0,1,0,1,1,1,3
AR,Obesity,0,1,0,1,0,1,0,1,1,1,1,1,3
AR,Obesity,0,1,0,1,1,0,0,1,0,0,0,1,2
AR,Obesity,0,1,0,1,1,0,0,1,0,1,1,1,2
AR,Obesity,0,1,0,1,1,0,0,1,1,1,1,1,2
AR,Osteo,1,0,1,1,0,0,1,1,0,0,0,1,2
AR,Osteo,1,0,1,1,0,0,1,1,0,0,1,1,1
AR,Osteo,1,0,1,1,0,0,1,1,1,1,1,1,6
AR,Osteo,1,0,1,1,0,1,0,1,0,0,1,1,1
AR,Osteo,1,0,1,1,0,1,0,1,0,1,1,1,1
AR,Osteo,1,0,1,1,1,0,0,1,0,0,1,1,2
AR,Osteo,1,1,0,1,0,0,1,1,0,0,1,1,3
AR,Osteo,1,1,0,1,0,0,1,1,1,1,1,1,55
AR,Osteo,1,1,0,1,0,1,0,1,0,0,0,1,3
AR,Osteo,1,1,0,1,0,1,0,1,0,0,1,1,6
AR,Osteo,1,1,0,1,0,1,0,1,0,1,1,1,1
AR,Paralysis,0,0,1,1,0,0,1,1,0,0,0,1,2
AR,Paralysis,0,0,1,1,0,0,1,1,1,1,1,1,12
AR,Paralysis,0,0,1,1,0,1,0,1,0,0,0,1,1
AR,Paralysis,0,0,1,1,0,1,0,1,0,1,1,1,2
AR,Paralysis,0,1,0,1,0,0,1,1,0,0,0,1,2
AR,Paralysis,0,1,0,1,0,0,1,1,0,0,1,1,2
AR,Paralysis,0,1,0,1,0,0,1,1,0,1,1,1,2
AR,PUD,0,0,1,1,0,0,1,1,1,1,1,1,9
AR,PUD,0,1,0,1,0,0,1,1,1,1,1,1,19
AR,PUD,0,1,0,1,0,1,0,1,0,0,1,1,1
AR,PUD,0,1,0,1,0,1,0,1,0,1,1,1,1
AR,PUD,0,1,0,1,1,0,0,1,0,1,1,1,1
AR,WeightLoss,0,0,1,1,0,0,1,1,1,1,1,1,6
AR,WeightLoss,0,0,1,1,0,1,0,1,0,0,0,1,1
AR,WeightLoss,0,0,1,1,0,1,0,1,0,1,1,1,2
AR,WeightLoss,0,0,1,1,0,1,0,1,1,1,1,1,7
AR,WeightLoss,0,0,1,1,1,0,0,1,1,1,1,1,1
AR,WeightLoss,0,1,0,1,0,0,1,1,0,0,0,1,7
AR,WeightLoss,0,1,0,1,0,0,1,1,0,0,1,1,1
AR,WeightLoss,0,1,0,1,0,0,1,1,0,1,1,1,9
AR,WeightLoss,0,1,0,1,0,0,1,1,1,1,1,1,15
AR,WeightLoss,0,1,0,1,0,1,0,1,0,0,0,1,1
AS,Alcohol,0,0,1,1,0,1,0,1,1,1,1,1,6
AS,Alcohol,0,1,0,1,0,0,1,1,1,1,1,1,7
AS,Alcohol,0,1,0,1,0,1,0,1,0,0,1,1,1
AS,Alcohol,0,1,0,1,1,0,0,1,0,1,1,1,1
AS,Alcohol,0,1,0,1,1,0,0,1,1,1,1,1,3
AS,Anemia,0,0,1,1,0,0,1,1,1,1,1,1,2
AS,Anemia,0,0,1,1,0,1,0,1,1,1,1,1,1
AS,Anemia,0,1,0,1,0,0,1,1,0,0,0,1,4
AS,Anemia,0,1,0,1,0,0,1,1,0,1,1,1,3
AS,Anemia,0,1,0,1,0,0,1,1,1,1,1,1,8
AS,Anemia,0,1,0,1,0,1,0,1,0,0,0,1,6
AS,Anemia,0,1,0,1,0,1,0,1,0,0,1,1,1
AS,Anemia,0,1,0,1,0,1,0,1,0,1,1,1,2
AS,Anemia,0,1,0,1,0,1,0,1,1,1,1,1,3
AS,Anemia,0,1,0,1,1,0,0,1,0,0,0,1,2
AS,Anemia,0,1,0,1,1,0,0,1,1,1,1,1,10
AS,AR,1,0,1,1,0,0,1,1,0,1,1,1,2
AS,AR,1,0,1,1,0,0,1,1,1,1,1,1,12
AS,AR,1,0,1,1,0,1,0,1,1,1,1,1,3
AS,AR,1,1,0,1,0,0,1,1,0,1,1,1,1
AS,AR,1,1,0,1,0,0,1,1,1,1,1,1,63
AS,AR,1,1,0,1,0,1,0,1,0,0,0,1,1
AS,AR,1,1,0,1,0,1,0,1,0,1,1,1,2
AS,AR,1,1,0,1,0,1,0,1,1,1,1,1,7
AS,AR,1,1,0,1,1,0,0,1,0,0,0,1,1
AS,AR,1,1,0,1,1,0,0,1,0,0,1,1,1
AS,AR,1,1,0,1,1,0,0,1,1,1,1,1,5
AS,BloodLoss,0,0,1,1,0,0,1,1,0,0,0,1,2
AS,BloodLoss,0,0,1,1,0,0,1,1,1,1,1,1,4
AS,BloodLoss,0,0,1,1,1,0,0,1,0,0,0,1,2
AS,BloodLoss,0,1,0,1,0,0,1,1,1,1,1,1,6
AS,BloodLoss,0,1,0,1,0,1,0,1,1,1,1,1,1
AS,BP,1,0,1,1,0,0,1,1,0,0,0,1,1
AS,BP,1,0,1,1,0,0,1,1,1,1,1,1,1
AS,BP,1,0,1,1,0,1,0,1,0,1,1,1,1
AS,BP,1,0,1,1,0,1,0,1,1,1,1,1,3
AS,BP,1,0,1,1,1,0,0,1,1,1,1,1,3
AS,BP,1,1,0,1,0,0,1,1,0,0,0,1,1
AS,BP,1,1,0,1,0,0,1,1,0,1,1,1,13
AS,BP,1,1,0,1,0,0,1,1,1,1,1,1,53
AS,BP,1,1,0,1,0,1,0,1,0,0,0,1,1
AS,BP,1,1,0,1,0,1,0,1,1,1,1,1,4
AS,BP,1,1,0,1,1,0,0,1,0,1,1,1,1
AS,BP,1,1,0,1,1,0,0,1,1,1,1,1,7
AS,C,1,0,1,1,0,0,1,1,0,0,0,1,7
AS,C,1,0,1,1,0,0,1,1,0,0,1,1,2
AS,C,1,0,1,1,0,0,1,1,0,1,1,1,2
AS,C,1,0,1,1,0,0,1,1,1,1,1,1,10
AS,C,1,0,1,1,0,1,0,1,0,0,0,1,5
AS,C,1,0,1,1,0,1,0,1,0,0,1,1,1
AS,C,1,0,1,1,0,1,0,1,1,1,1,1,3
AS,C,1,0,1,1,1,0,0,1,0,0,0,1,5
AS,C,1,0,1,1,1,0,0,1,1,1,1,1,2
AS,C,1,1,0,1,0,0,1,1,0,0,0,1,2
AS,C,1,1,0,1,0,0,1,1,0,0,1,1,1
AS,C,1,1,0,1,0,0,1,1,0,1,1,1,13
AS,C,1,1,0,1,0,0,1,1,1,1,1,1,23
AS,C,1,1,0,1,0,1,0,1,0,0,0,1,5
AS,C,1,1,0,1,0,1,0,1,0,1,1,1,2
AS,C,1,1,0,1,0,1,0,1,1,1,1,1,7
AS,C,1,1,0,1,1,0,0,1,0,0,0,1,10
AS,C,1,1,0,1,1,0,0,1,0,0,1,1,1
AS,C,1,1,0,1,1,0,0,1,0,1,1,1,1
AS,C,1,1,0,1,1,0,0,1,1,1,1,1,6
AS,CKD,1,0,1,1,0,0,1,1,0,0,0,1,1
AS,CKD,1,0,1,1,0,0,1,1,0,1,1,1,1
AS,CKD,1,0,1,1,0,0,1,1,1,1,1,1,4
AS,CKD,1,0,1,1,0,1,0,1,0,0,1,1,2
AS,CKD,1,1,0,1,0,0,1,1,0,0,0,1,7
AS,CKD,1,1,0,1,0,0,1,1,0,1,1,1,1
AS,CKD,1,1,0,1,0,0,1,1,1,1,1,1,47
AS,CKD,1,1,0,1,0,1,0,1,0,0,0,1,3
AS,CKD,1,1,0,1,0,1,0,1,1,1,1,1,1
AS,Coagulopathy,0,0,1,1,0,0,1,1,0,0,0,1,1
AS,Coagulopathy,0,0,1,1,0,1,0,1,1,1,1,1,1
AS,Coagulopathy,0,0,1,1,1,0,0,1,0,0,1,1,1
AS,Coagulopathy,0,0,1,1,1,0,0,1,1,1,1,1,6
AS,Coagulopathy,0,1,0,1,0,0,1,1,1,1,1,1,4
AS,Coagulopathy,0,1,0,1,1,0,0,1,1,1,1,1,4
AS,COPD,1,0,1,1,0,0,1,1,0,1,1,1,2
AS,COPD,1,0,1,1,0,0,1,1,1,1,1,1,15
AS,COPD,1,0,1,1,0,1,0,1,0,0,1,1,1
AS,COPD,1,0,1,1,1,0,0,1,1,1,1,1,1
AS,COPD,1,1,0,1,0,0,1,1,0,0,0,1,3
AS,COPD,1,1,0,1,0,0,1,1,0,1,1,1,12
AS,COPD,1,1,0,1,0,0,1,1,1,1,1,1,21
AS,COPD,1,1,0,1,0,1,0,1,0,0,0,1,7
AS,COPD,1,1,0,1,0,1,0,1,0,1,1,1,1
AS,COPD,1,1,0,1,1,0,0,1,0,0,1,1,2
AS,CVD,1,0,1,1,0,0,1,1,0,0,0,1,7
AS,CVD,1,0,1,1,0,0,1,1,0,0,1,1,5
AS,CVD,1,0,1,1,0,0,1,1,0,1,1,1,2
AS,CVD,1,0,1,1,0,0,1,1,1,1,1,1,51
AS,CVD,1,0,1,1,0,1,0,1,0,0,0,1,7
AS,CVD,1,0,1,1,0,1,0,1,0,1,1,1,2
AS,CVD,1,0,1,1,0,1,0,1,1,1,1,1,15
AS,CVD,1,0,1,1,1,0,0,1,0,0,0,1,3
AS,CVD,1,0,1,1,1,0,0,1,0,0,1,1,1
AS,CVD,1,0,1,1,1,0,0,1,1,1,1,1,8
AS,CVD,1,1,0,1,0,0,1,1,0,0,0,1,3
AS,CVD,1,1,0,1,0,0,1,1,0,0,1,1,4
AS,CVD,1,1,0,1,0,0,1,1,0,1,1,1,19
AS,CVD,1,1,0,1,0,0,1,1,1,1,1,1,110
AS,CVD,1,1,0,1,0,1,0,1,0,0,0,1,7
AS,CVD,1,1,0,1,0,1,0,1,0,0,1,1,4
AS,CVD,1,1,0,1,0,1,0,1,0,1,1,1,2
AS,CVD,1,1,0,1,0,1,0,1,1,1,1,1,41
AS,CVD,1,1,0,1,1,0,0,1,0,0,0,1,4
AS,CVD,1,1,0,1,1,0,0,1,0,0,1,1,1
AS,CVD,1,1,0,1,1,0,0,1,0,1,1,1,2
AS,CVD,1,1,0,1,1,0,0,1,1,1,1,1,17
AS,D,1,0,1,1,0,0,1,1,0,0,0,1,3
AS,D,1,0,1,1,0,0,1,1,0,1,1,1,2
AS,D,1,0,1,1,0,0,1,1,1,1,1,1,19
AS,D,1,0,1,1,0,1,0,1,0,0,0,1,5
AS,D,1,0,1,1,0,1,0,1,0,1,1,1,1
AS,D,1,0,1,1,0,1,0,1,1,1,1,1,5
AS,D,1,0,1,1,1,0,0,1,0,0,0,1,2
AS,D,1,0,1,1,1,0,0,1,0,1,1,1,2
AS,D,1,1,0,1,0,0,1,1,0,0,0,1,7
AS,D,1,1,0,1,0,0,1,1,0,1,1,1,4
AS,D,1,1,0,1,0,0,1,1,1,1,1,1,37
AS,D,1,1,0,1,0,1,0,1,0,0,0,1,13
AS,D,1,1,0,1,0,1,0,1,0,1,1,1,4
AS,D,1,1,0,1,0,1,0,1,1,1,1,1,9
AS,D,1,1,0,1,1,0,0,1,0,0,0,1,2
AS,D,1,1,0,1,1,0,0,1,1,1,1,1,4
AS,Drugs,0,0,1,1,0,1,0,1,1,1,1,1,1
AS,Drugs,0,1,0,1,0,0,1,1,1,1,1,1,3
AS,Drugs,0,1,0,1,1,0,0,1,1,1,1,1,1
AS,FluidsLytes,0,0,1,1,0,0,1,1,0,0,0,1,6
AS,FluidsLytes,0,0,1,1,0,0,1,1,0,0,1,1,2
AS,FluidsLytes,0,0,1,1,0,0,1,1,0,1,1,1,2
AS,FluidsLytes,0,0,1,1,0,0,1,1,1,1,1,1,13
AS,FluidsLytes,0,0,1,1,0,1,0,1,0,0,0,1,2
AS,FluidsLytes,0,0,1,1,0,1,0,1,1,1,1,1,5
AS,FluidsLytes,0,0,1,1,1,0,0,1,0,0,0,1,1
AS,FluidsLytes,0,0,1,1,1,0,0,1,0,0,1,1,1
AS,FluidsLytes,0,0,1,1,1,0,0,1,0,1,1,1,1
AS,FluidsLytes,0,0,1,1,1,0,0,1,1,1,1,1,15
AS,FluidsLytes,0,1,0,1,0,0,1,1,0,0,0,1,2
AS,FluidsLytes,0,1,0,1,0,0,1,1,0,1,1,1,13
AS,FluidsLytes,0,1,0,1,0,0,1,1,1,1,1,1,50
AS,FluidsLytes,0,1,0,1,0,1,0,1,0,0,0,1,5
AS,FluidsLytes,0,1,0,1,0,1,0,1,1,1,1,1,7
AS,FluidsLytes,0,1,0,1,1,0,0,1,0,0,0,1,3
AS,FluidsLytes,0,1,0,1,1,0,0,1,0,1,1,1,4
AS,FluidsLytes,0,1,0,1,1,0,0,1,1,1,1,1,10
AS,G,1,0,1,1,0,0,1,1,1,1,1,1,11
AS,G,1,0,1,1,0,1,0,1,0,0,1,1,2
AS,G,1,0,1,1,0,1,0,1,1,1,1,1,1
AS,HIV,0,0,1,1,0,0,1,1,1,1,1,1,2
AS,HIV,0,0,1,1,0,1,0,1,1,1,1,1,2
AS,HIV,0,1,0,1,0,0,1,1,1,1,1,1,1
AS,HIV,0,1,0,1,0,1,0,1,0,1,1,1,1
AS,HIV,0,1,0,1,0,1,0,1,1,1,1,1,1
AS,Hypothyroid,0,0,1,1,1,0,0,1,1,1,1,1,1
AS,Hypothyroid,0,1,0,1,0,0,1,1,1,1,1,1,14
AS,Hypothyroid,0,1,0,1,0,1,0,1,1,1,1,1,2
AS,Hypothyroid,0,1,0,1,1,0,0,1,0,1,1,1,1
AS,Hypothyroid,0,1,0,1,1,0,0,1,1,1,1,1,2
AS,Liver,0,0,1,1,0,0,1,1,1,1,1,1,4
AS,Liver,0,0,1,1,1,0,0,1,1,1,1,1,1
AS,Liver,0,1,0,1,0,0,1,1,1,1,1,1,7
AS,Liver,0,1,0,1,0,1,0,1,0,0,0,1,1
AS,Liver,0,1,0,1,0,1,0,1,0,1,1,1,2
AS,Liver,0,1,0,1,0,1,0,1,1,1,1,1,2
AS,Liver,0,1,0,1,1,0,0,1,0,0,0,1,3
AS,Liver,0,1,0,1,1,0,0,1,0,1,1,1,1
AS,Liver,0,1,0,1,1,0,0,1,1,1,1,1,3
AS,MHC,1,0,1,1,0,0,1,1,0,0,0,1,1
AS,MHC,1,0,1,1,0,0,1,1,0,1,1,1,1
AS,MHC,1,0,1,1,0,0,1,1,1,1,1,1,4
AS,MHC,1,0,1,1,0,1,0,1,0,0,0,1,1
AS,MHC,1,0,1,1,0,1,0,1,0,0,1,1,3
AS,MHC,1,0,1,1,0,1,0,1,1,1,1,1,8
AS,MHC,1,0,1,1,1,0,0,1,0,0,0,1,1
AS,MHC,1,0,1,1,1,0,0,1,0,1,1,1,2
AS,MHC,1,0,1,1,1,0,0,1,1,1,1,1,14
AS,MHC,1,1,0,1,0,0,1,1,0,0,0,1,1
AS,MHC,1,1,0,1,0,0,1,1,0,1,1,1,2
AS,MHC,1,1,0,1,0,0,1,1,1,1,1,1,160
AS,MHC,1,1,0,1,0,1,0,1,0,0,0,1,4
AS,MHC,1,1,0,1,0,1,0,1,0,1,1,1,1
AS,MHC,1,1,0,1,0,1,0,1,1,1,1,1,7
AS,MHC,1,1,0,1,1,0,0,1,0,0,0,1,5
AS,MHC,1,1,0,1,1,0,0,1,0,0,1,1,2
AS,MHC,1,1,0,1,1,0,0,1,0,1,1,1,2
AS,MHC,1,1,0,1,1,0,0,1,1,1,1,1,19
AS,NeuroOther,0,0,1,1,0,0,1,1,0,0,0,1,2
AS,NeuroOther,0,0,1,1,0,0,1,1,0,1,1,1,2
AS,NeuroOther,0,0,1,1,0,1,0,1,0,0,1,1,2
AS,NeuroOther,0,0,1,1,1,0,0,1,0,0,1,1,1
AS,NeuroOther,0,0,1,1,1,0,0,1,1,1,1,1,9
AS,NeuroOther,0,1,0,1,0,0,1,1,0,0,0,1,1
AS,NeuroOther,0,1,0,1,0,0,1,1,0,0,1,1,1
AS,NeuroOther,0,1,0,1,0,0,1,1,1,1,1,1,5
AS,NeuroOther,0,1,0,1,0,1,0,1,1,1,1,1,2
AS,NeuroOther,0,1,0,1,1,0,0,1,0,0,0,1,1
AS,NeuroOther,0,1,0,1,1,0,0,1,0,0,1,1,2
AS,NeuroOther,0,1,0,1,1,0,0,1,0,1,1,1,2
AS,NeuroOther,0,1,0,1,1,0,0,1,1,1,1,1,16
AS,Obesity,0,0,1,1,0,0,1,1,1,1,1,1,7
AS,Obesity,0,0,1,1,0,1,0,1,0,0,1,1,1
AS,Obesity,0,0,1,1,0,1,0,1,1,1,1,1,5
AS,Obesity,0,0,1,1,1,0,0,1,0,0,0,1,1
AS,Obesity,0,0,1,1,1,0,0,1,1,1,1,1,4
AS,Obesity,0,1,0,1,0,0,1,1,0,1,1,1,2
AS,Obesity,0,1,0,1,0,0,1,1,1,1,1,1,152
AS,Obesity,0,1,0,1,0,1,0,1,0,0,1,1,6
AS,Obesity,0,1,0,1,0,1,0,1,0,1,1,1,1
AS,Obesity,0,1,0,1,0,1,0,1,1,1,1,1,23
AS,Obesity,0,1,0,1,1,0,0,1,0,0,0,1,6
AS,Obesity,0,1,0,1,1,0,0,1,0,0,1,1,2
AS,Obesity,0,1,0,1,1,0,0,1,0,1,1,1,5
AS,Obesity,0,1,0,1,1,0,0,1,1,1,1,1,14
AS,Osteo,1,0,1,1,0,0,1,1,0,0,1,1,5
AS,Osteo,1,0,1,1,0,0,1,1,1,1,1,1,4
AS,Osteo,1,0,1,1,0,1,0,1,0,0,0,1,1
AS,Osteo,1,0,1,1,0,1,0,1,0,0,1,1,1
AS,Osteo,1,0,1,1,1,0,0,1,0,0,1,1,1
AS,Osteo,1,1,0,1,0,0,1,1,0,0,1,1,2
