cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,data_use,instance
BloodLoss,Hypothyroid,BloodLoss-->Hypothyroid,0,All Sex,All Age,Age Group,14
BloodLoss,Hypothyroid,BloodLoss-->Hypothyroid,0,F,< 40,Age Group,2
BloodLoss,Hypothyroid,BloodLoss-->Hypothyroid,0,F,> 60,Age Group,12
BloodLoss,Hypothyroid,BloodLoss-->Hypothyroid,0,F,All Age,Age Group,14
BloodLoss,Liver,BloodLoss-->Liver,0,All Sex,> 60,Age Group,1
BloodLoss,Liver,BloodLoss-->Liver,0,All Sex,40 to 60,Age Group,7
BloodLoss,Liver,BloodLoss-->Liver,0,All Sex,All Age,Age Group,8
BloodLoss,Liver,BloodLoss-->Liver,0,F,40 to 60,Age Group,2
BloodLoss,Liver,BloodLoss-->Liver,0,F,All Age,Age Group,2
BloodLoss,Liver,BloodLoss-->Liver,0,M,> 60,Age Group,1
BloodLoss,Liver,BloodLoss-->Liver,0,M,40 to 60,Age Group,5
BloodLoss,Liver,BloodLoss-->Liver,0,M,All Age,Age Group,6
BloodLoss,MHC,BloodLoss-->MHC,0,All Sex,> 60,Age Group,7
BloodLoss,MHC,BloodLoss-->MHC,0,All Sex,40 to 60,Age Group,7
BloodLoss,MHC,BloodLoss-->MHC,0,All Sex,All Age,Age Group,14
BloodLoss,MHC,BloodLoss-->MHC,0,F,> 60,Age Group,5
BloodLoss,MHC,BloodLoss-->MHC,0,F,40 to 60,Age Group,6
BloodLoss,MHC,BloodLoss-->MHC,0,F,All Age,Age Group,11
BloodLoss,MHC,BloodLoss-->MHC,0,M,> 60,Age Group,2
BloodLoss,MHC,BloodLoss-->MHC,0,M,40 to 60,Age Group,1
BloodLoss,MHC,BloodLoss-->MHC,0,M,All Age,Age Group,3
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,All Sex,< 40,Age Group,1
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,All Sex,> 60,Age Group,15
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,All Sex,40 to 60,Age Group,12
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,All Sex,All Age,Age Group,28
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,F,< 40,Age Group,1
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,F,> 60,Age Group,2
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,F,All Age,Age Group,3
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,M,> 60,Age Group,13
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,M,40 to 60,Age Group,12
BloodLoss,NeuroOther,BloodLoss-->NeuroOther,0,M,All Age,Age Group,25
BloodLoss,Obesity,BloodLoss-->Obesity,0,All Sex,40 to 60,Age Group,4
BloodLoss,Obesity,BloodLoss-->Obesity,0,All Sex,All Age,Age Group,4
BloodLoss,Obesity,BloodLoss-->Obesity,0,F,40 to 60,Age Group,3
BloodLoss,Obesity,BloodLoss-->Obesity,0,F,All Age,Age Group,3
BloodLoss,Obesity,BloodLoss-->Obesity,0,M,40 to 60,Age Group,1
BloodLoss,Obesity,BloodLoss-->Obesity,0,M,All Age,Age Group,1
BloodLoss,Osteo,BloodLoss-->Osteo,0,All Sex,> 60,Age Group,1
BloodLoss,Osteo,BloodLoss-->Osteo,0,All Sex,All Age,Age Group,1
BloodLoss,Osteo,BloodLoss-->Osteo,0,F,> 60,Age Group,1
BloodLoss,Osteo,BloodLoss-->Osteo,0,F,All Age,Age Group,1
BloodLoss,Paralysis,BloodLoss-->Paralysis,0,All Sex,> 60,Age Group,7
BloodLoss,Paralysis,BloodLoss-->Paralysis,0,All Sex,All Age,Age Group,7
BloodLoss,Paralysis,BloodLoss-->Paralysis,0,F,> 60,Age Group,5
BloodLoss,Paralysis,BloodLoss-->Paralysis,0,F,All Age,Age Group,5
BloodLoss,Paralysis,BloodLoss-->Paralysis,0,M,> 60,Age Group,2
BloodLoss,Paralysis,BloodLoss-->Paralysis,0,M,All Age,Age Group,2
BloodLoss,PUD,BloodLoss-->PUD,0,All Sex,> 60,Age Group,13
BloodLoss,PUD,BloodLoss-->PUD,0,All Sex,40 to 60,Age Group,2
BloodLoss,PUD,BloodLoss-->PUD,0,All Sex,All Age,Age Group,15
BloodLoss,PUD,BloodLoss-->PUD,0,F,> 60,Age Group,5
BloodLoss,PUD,BloodLoss-->PUD,0,F,40 to 60,Age Group,1
BloodLoss,PUD,BloodLoss-->PUD,0,F,All Age,Age Group,6
BloodLoss,PUD,BloodLoss-->PUD,0,M,> 60,Age Group,8
BloodLoss,PUD,BloodLoss-->PUD,0,M,40 to 60,Age Group,1
BloodLoss,PUD,BloodLoss-->PUD,0,M,All Age,Age Group,9
BloodLoss,WeightLoss,BloodLoss-->WeightLoss,0,All Sex,> 60,Age Group,15
BloodLoss,WeightLoss,BloodLoss-->WeightLoss,0,All Sex,40 to 60,Age Group,6
BloodLoss,WeightLoss,BloodLoss-->WeightLoss,0,All Sex,All Age,Age Group,21
BloodLoss,WeightLoss,BloodLoss-->WeightLoss,0,F,40 to 60,Age Group,6
BloodLoss,WeightLoss,BloodLoss-->WeightLoss,0,F,All Age,Age Group,6
BloodLoss,WeightLoss,BloodLoss-->WeightLoss,0,M,> 60,Age Group,15
BloodLoss,WeightLoss,BloodLoss-->WeightLoss,0,M,All Age,Age Group,15
BP,Alcohol,BP-->Alcohol,0,All Sex,< 40,Age Group,21
BP,Alcohol,BP-->Alcohol,0,All Sex,> 60,Age Group,23
BP,Alcohol,BP-->Alcohol,0,All Sex,40 to 60,Age Group,5
BP,Alcohol,BP-->Alcohol,0,All Sex,All Age,Age Group,49
BP,Alcohol,BP-->Alcohol,0,F,< 40,Age Group,12
BP,Alcohol,BP-->Alcohol,0,F,> 60,Age Group,2
BP,Alcohol,BP-->Alcohol,0,F,40 to 60,Age Group,5
BP,Alcohol,BP-->Alcohol,0,F,All Age,Age Group,19
BP,Alcohol,BP-->Alcohol,0,M,< 40,Age Group,9
BP,Alcohol,BP-->Alcohol,0,M,> 60,Age Group,21
BP,Alcohol,BP-->Alcohol,0,M,All Age,Age Group,30
BP,Anemia,BP-->Anemia,0,All Sex,< 40,Age Group,4
BP,Anemia,BP-->Anemia,0,All Sex,> 60,Age Group,84
BP,Anemia,BP-->Anemia,0,All Sex,40 to 60,Age Group,13
BP,Anemia,BP-->Anemia,0,All Sex,All Age,Age Group,101
BP,Anemia,BP-->Anemia,0,F,< 40,Age Group,4
BP,Anemia,BP-->Anemia,0,F,> 60,Age Group,27
BP,Anemia,BP-->Anemia,0,F,40 to 60,Age Group,12
BP,Anemia,BP-->Anemia,0,F,All Age,Age Group,43
BP,Anemia,BP-->Anemia,0,M,> 60,Age Group,57
BP,Anemia,BP-->Anemia,0,M,40 to 60,Age Group,1
BP,Anemia,BP-->Anemia,0,M,All Age,Age Group,58
BP,AR,BP-->AR,1,All Sex,< 40,Age Group,17
BP,AR,BP-->AR,1,All Sex,> 60,Age Group,54
BP,AR,BP-->AR,1,All Sex,40 to 60,Age Group,44
BP,AR,BP-->AR,1,All Sex,All Age,Age Group,115
BP,AR,BP-->AR,1,F,< 40,Age Group,17
BP,AR,BP-->AR,1,F,> 60,Age Group,31
BP,AR,BP-->AR,1,F,40 to 60,Age Group,10
BP,AR,BP-->AR,1,F,All Age,Age Group,58
BP,AR,BP-->AR,1,M,> 60,Age Group,23
BP,AR,BP-->AR,1,M,40 to 60,Age Group,34
BP,AR,BP-->AR,1,M,All Age,Age Group,57
BP,AS,BP-->AS,1,All Sex,< 40,Age Group,14
BP,AS,BP-->AS,1,All Sex,> 60,Age Group,18
BP,AS,BP-->AS,1,All Sex,40 to 60,Age Group,5
BP,AS,BP-->AS,1,All Sex,All Age,Age Group,37
BP,AS,BP-->AS,1,F,< 40,Age Group,10
BP,AS,BP-->AS,1,F,> 60,Age Group,17
BP,AS,BP-->AS,1,F,40 to 60,Age Group,5
BP,AS,BP-->AS,1,F,All Age,Age Group,32
BP,AS,BP-->AS,1,M,< 40,Age Group,4
BP,AS,BP-->AS,1,M,> 60,Age Group,1
BP,AS,BP-->AS,1,M,All Age,Age Group,5
BP,BloodLoss,BP-->BloodLoss,0,All Sex,> 60,Age Group,12
BP,BloodLoss,BP-->BloodLoss,0,All Sex,40 to 60,Age Group,13
BP,BloodLoss,BP-->BloodLoss,0,All Sex,All Age,Age Group,25
BP,BloodLoss,BP-->BloodLoss,0,F,> 60,Age Group,2
BP,BloodLoss,BP-->BloodLoss,0,F,40 to 60,Age Group,13
BP,BloodLoss,BP-->BloodLoss,0,F,All Age,Age Group,15
BP,BloodLoss,BP-->BloodLoss,0,M,> 60,Age Group,10
BP,BloodLoss,BP-->BloodLoss,0,M,All Age,Age Group,10
BP,C,BP-->C,1,All Sex,< 40,Age Group,17
BP,C,BP-->C,1,All Sex,> 60,Age Group,123
BP,C,BP-->C,1,All Sex,40 to 60,Age Group,23
BP,C,BP-->C,1,All Sex,All Age,Age Group,163
BP,C,BP-->C,1,F,< 40,Age Group,10
BP,C,BP-->C,1,F,> 60,Age Group,49
BP,C,BP-->C,1,F,40 to 60,Age Group,16
BP,C,BP-->C,1,F,All Age,Age Group,75
BP,C,BP-->C,1,M,< 40,Age Group,7
BP,C,BP-->C,1,M,> 60,Age Group,74
BP,C,BP-->C,1,M,40 to 60,Age Group,7
BP,C,BP-->C,1,M,All Age,Age Group,88
BP,CKD,BP-->CKD,1,All Sex,< 40,Age Group,1
BP,CKD,BP-->CKD,1,All Sex,> 60,Age Group,229
BP,CKD,BP-->CKD,1,All Sex,40 to 60,Age Group,4
BP,CKD,BP-->CKD,1,All Sex,All Age,Age Group,234
BP,CKD,BP-->CKD,1,F,< 40,Age Group,1
BP,CKD,BP-->CKD,1,F,> 60,Age Group,183
BP,CKD,BP-->CKD,1,F,40 to 60,Age Group,4
BP,CKD,BP-->CKD,1,F,All Age,Age Group,188
BP,CKD,BP-->CKD,1,M,> 60,Age Group,46
BP,CKD,BP-->CKD,1,M,All Age,Age Group,46
BP,Coagulopathy,BP-->Coagulopathy,0,All Sex,< 40,Age Group,8
BP,Coagulopathy,BP-->Coagulopathy,0,All Sex,> 60,Age Group,49
BP,Coagulopathy,BP-->Coagulopathy,0,All Sex,40 to 60,Age Group,6
BP,Coagulopathy,BP-->Coagulopathy,0,All Sex,All Age,Age Group,63
BP,Coagulopathy,BP-->Coagulopathy,0,F,< 40,Age Group,3
BP,Coagulopathy,BP-->Coagulopathy,0,F,> 60,Age Group,13
BP,Coagulopathy,BP-->Coagulopathy,0,F,40 to 60,Age Group,3
BP,Coagulopathy,BP-->Coagulopathy,0,F,All Age,Age Group,19
BP,Coagulopathy,BP-->Coagulopathy,0,M,< 40,Age Group,5
BP,Coagulopathy,BP-->Coagulopathy,0,M,> 60,Age Group,36
BP,Coagulopathy,BP-->Coagulopathy,0,M,40 to 60,Age Group,3
BP,Coagulopathy,BP-->Coagulopathy,0,M,All Age,Age Group,44
BP,COPD,BP-->COPD,1,All Sex,> 60,Age Group,71
BP,COPD,BP-->COPD,1,All Sex,40 to 60,Age Group,12
BP,COPD,BP-->COPD,1,All Sex,All Age,Age Group,83
BP,COPD,BP-->COPD,1,F,> 60,Age Group,29
BP,COPD,BP-->COPD,1,F,40 to 60,Age Group,5
BP,COPD,BP-->COPD,1,F,All Age,Age Group,34
BP,COPD,BP-->COPD,1,M,> 60,Age Group,42
BP,COPD,BP-->COPD,1,M,40 to 60,Age Group,7
BP,COPD,BP-->COPD,1,M,All Age,Age Group,49
BP,CVD,BP-->CVD,1,All Sex,< 40,Age Group,9
BP,CVD,BP-->CVD,1,All Sex,> 60,Age Group,372
BP,CVD,BP-->CVD,1,All Sex,40 to 60,Age Group,62
BP,CVD,BP-->CVD,1,All Sex,All Age,Age Group,443
BP,CVD,BP-->CVD,1,F,< 40,Age Group,6
BP,CVD,BP-->CVD,1,F,> 60,Age Group,292
BP,CVD,BP-->CVD,1,F,40 to 60,Age Group,26
BP,CVD,BP-->CVD,1,F,All Age,Age Group,324
BP,CVD,BP-->CVD,1,M,< 40,Age Group,3
BP,CVD,BP-->CVD,1,M,> 60,Age Group,80
BP,CVD,BP-->CVD,1,M,40 to 60,Age Group,36
BP,CVD,BP-->CVD,1,M,All Age,Age Group,119
BP,D,BP-->D,1,All Sex,< 40,Age Group,12
BP,D,BP-->D,1,All Sex,> 60,Age Group,107
BP,D,BP-->D,1,All Sex,40 to 60,Age Group,37
BP,D,BP-->D,1,All Sex,All Age,Age Group,156
BP,D,BP-->D,1,F,< 40,Age Group,8
BP,D,BP-->D,1,F,> 60,Age Group,66
BP,D,BP-->D,1,F,40 to 60,Age Group,18
BP,D,BP-->D,1,F,All Age,Age Group,92
BP,D,BP-->D,1,M,< 40,Age Group,4
BP,D,BP-->D,1,M,> 60,Age Group,41
BP,D,BP-->D,1,M,40 to 60,Age Group,19
BP,D,BP-->D,1,M,All Age,Age Group,64
BP,Drugs,BP-->Drugs,0,All Sex,< 40,Age Group,27
BP,Drugs,BP-->Drugs,0,All Sex,> 60,Age Group,3
BP,Drugs,BP-->Drugs,0,All Sex,40 to 60,Age Group,18
BP,Drugs,BP-->Drugs,0,All Sex,All Age,Age Group,48
BP,Drugs,BP-->Drugs,0,F,< 40,Age Group,21
BP,Drugs,BP-->Drugs,0,F,> 60,Age Group,3
BP,Drugs,BP-->Drugs,0,F,40 to 60,Age Group,18
BP,Drugs,BP-->Drugs,0,F,All Age,Age Group,42
BP,Drugs,BP-->Drugs,0,M,< 40,Age Group,6
BP,Drugs,BP-->Drugs,0,M,All Age,Age Group,6
BP,FluidsLytes,BP-->FluidsLytes,0,All Sex,< 40,Age Group,22
BP,FluidsLytes,BP-->FluidsLytes,0,All Sex,> 60,Age Group,317
BP,FluidsLytes,BP-->FluidsLytes,0,All Sex,40 to 60,Age Group,39
BP,FluidsLytes,BP-->FluidsLytes,0,All Sex,All Age,Age Group,378
BP,FluidsLytes,BP-->FluidsLytes,0,F,< 40,Age Group,15
BP,FluidsLytes,BP-->FluidsLytes,0,F,> 60,Age Group,244
BP,FluidsLytes,BP-->FluidsLytes,0,F,40 to 60,Age Group,31
BP,FluidsLytes,BP-->FluidsLytes,0,F,All Age,Age Group,290
BP,FluidsLytes,BP-->FluidsLytes,0,M,< 40,Age Group,7
BP,FluidsLytes,BP-->FluidsLytes,0,M,> 60,Age Group,73
BP,FluidsLytes,BP-->FluidsLytes,0,M,40 to 60,Age Group,8
BP,FluidsLytes,BP-->FluidsLytes,0,M,All Age,Age Group,88
BP,G,BP-->G,1,All Sex,> 60,Age Group,30
BP,G,BP-->G,1,All Sex,40 to 60,Age Group,1
BP,G,BP-->G,1,All Sex,All Age,Age Group,31
BP,G,BP-->G,1,F,> 60,Age Group,16
BP,G,BP-->G,1,F,All Age,Age Group,16
BP,G,BP-->G,1,M,> 60,Age Group,14
BP,G,BP-->G,1,M,40 to 60,Age Group,1
BP,G,BP-->G,1,M,All Age,Age Group,15
BP,HIV,BP-->HIV,0,All Sex,< 40,Age Group,2
BP,HIV,BP-->HIV,0,All Sex,40 to 60,Age Group,1
BP,HIV,BP-->HIV,0,All Sex,All Age,Age Group,3
BP,HIV,BP-->HIV,0,F,< 40,Age Group,1
BP,HIV,BP-->HIV,0,F,All Age,Age Group,1
BP,HIV,BP-->HIV,0,M,< 40,Age Group,1
BP,HIV,BP-->HIV,0,M,40 to 60,Age Group,1
BP,HIV,BP-->HIV,0,M,All Age,Age Group,2
BP,Hypothyroid,BP-->Hypothyroid,0,All Sex,< 40,Age Group,1
BP,Hypothyroid,BP-->Hypothyroid,0,All Sex,> 60,Age Group,5
BP,Hypothyroid,BP-->Hypothyroid,0,All Sex,40 to 60,Age Group,2
BP,Hypothyroid,BP-->Hypothyroid,0,All Sex,All Age,Age Group,8
BP,Hypothyroid,BP-->Hypothyroid,0,F,< 40,Age Group,1
BP,Hypothyroid,BP-->Hypothyroid,0,F,> 60,Age Group,4
BP,Hypothyroid,BP-->Hypothyroid,0,F,40 to 60,Age Group,2
BP,Hypothyroid,BP-->Hypothyroid,0,F,All Age,Age Group,7
BP,Hypothyroid,BP-->Hypothyroid,0,M,> 60,Age Group,1
BP,Hypothyroid,BP-->Hypothyroid,0,M,All Age,Age Group,1
BP,Liver,BP-->Liver,0,All Sex,< 40,Age Group,3
BP,Liver,BP-->Liver,0,All Sex,> 60,Age Group,15
BP,Liver,BP-->Liver,0,All Sex,40 to 60,Age Group,6
BP,Liver,BP-->Liver,0,All Sex,All Age,Age Group,24
BP,Liver,BP-->Liver,0,F,< 40,Age Group,3
BP,Liver,BP-->Liver,0,F,> 60,Age Group,4
BP,Liver,BP-->Liver,0,F,40 to 60,Age Group,6
BP,Liver,BP-->Liver,0,F,All Age,Age Group,13
BP,Liver,BP-->Liver,0,M,> 60,Age Group,11
BP,Liver,BP-->Liver,0,M,All Age,Age Group,11
BP,MHC,BP-->MHC,1,All Sex,< 40,Age Group,46
BP,MHC,BP-->MHC,1,All Sex,> 60,Age Group,63
BP,MHC,BP-->MHC,1,All Sex,40 to 60,Age Group,42
BP,MHC,BP-->MHC,1,All Sex,All Age,Age Group,151
BP,MHC,BP-->MHC,1,F,< 40,Age Group,35
BP,MHC,BP-->MHC,1,F,> 60,Age Group,34
BP,MHC,BP-->MHC,1,F,40 to 60,Age Group,33
BP,MHC,BP-->MHC,1,F,All Age,Age Group,102
BP,MHC,BP-->MHC,1,M,< 40,Age Group,11
BP,MHC,BP-->MHC,1,M,> 60,Age Group,29
BP,MHC,BP-->MHC,1,M,40 to 60,Age Group,9
BP,MHC,BP-->MHC,1,M,All Age,Age Group,49
BP,NeuroOther,BP-->NeuroOther,0,All Sex,< 40,Age Group,10
BP,NeuroOther,BP-->NeuroOther,0,All Sex,> 60,Age Group,43
BP,NeuroOther,BP-->NeuroOther,0,All Sex,40 to 60,Age Group,12
BP,NeuroOther,BP-->NeuroOther,0,All Sex,All Age,Age Group,65
BP,NeuroOther,BP-->NeuroOther,0,F,< 40,Age Group,5
BP,NeuroOther,BP-->NeuroOther,0,F,> 60,Age Group,7
BP,NeuroOther,BP-->NeuroOther,0,F,40 to 60,Age Group,6
BP,NeuroOther,BP-->NeuroOther,0,F,All Age,Age Group,18
BP,NeuroOther,BP-->NeuroOther,0,M,< 40,Age Group,5
BP,NeuroOther,BP-->NeuroOther,0,M,> 60,Age Group,36
BP,NeuroOther,BP-->NeuroOther,0,M,40 to 60,Age Group,6
BP,NeuroOther,BP-->NeuroOther,0,M,All Age,Age Group,47
BP,Obesity,BP-->Obesity,0,All Sex,< 40,Age Group,10
BP,Obesity,BP-->Obesity,0,All Sex,> 60,Age Group,38
BP,Obesity,BP-->Obesity,0,All Sex,40 to 60,Age Group,30
BP,Obesity,BP-->Obesity,0,All Sex,All Age,Age Group,78
BP,Obesity,BP-->Obesity,0,F,< 40,Age Group,8
BP,Obesity,BP-->Obesity,0,F,> 60,Age Group,9
BP,Obesity,BP-->Obesity,0,F,40 to 60,Age Group,24
BP,Obesity,BP-->Obesity,0,F,All Age,Age Group,41
BP,Obesity,BP-->Obesity,0,M,< 40,Age Group,2
BP,Obesity,BP-->Obesity,0,M,> 60,Age Group,29
BP,Obesity,BP-->Obesity,0,M,40 to 60,Age Group,6
BP,Obesity,BP-->Obesity,0,M,All Age,Age Group,37
BP,Osteo,BP-->Osteo,1,All Sex,> 60,Age Group,60
BP,Osteo,BP-->Osteo,1,All Sex,40 to 60,Age Group,8
BP,Osteo,BP-->Osteo,1,All Sex,All Age,Age Group,68
BP,Osteo,BP-->Osteo,1,F,> 60,Age Group,28
BP,Osteo,BP-->Osteo,1,F,40 to 60,Age Group,4
BP,Osteo,BP-->Osteo,1,F,All Age,Age Group,32
BP,Osteo,BP-->Osteo,1,M,> 60,Age Group,32
BP,Osteo,BP-->Osteo,1,M,40 to 60,Age Group,4
BP,Osteo,BP-->Osteo,1,M,All Age,Age Group,36
BP,Paralysis,BP-->Paralysis,0,All Sex,< 40,Age Group,4
BP,Paralysis,BP-->Paralysis,0,All Sex,> 60,Age Group,32
BP,Paralysis,BP-->Paralysis,0,All Sex,40 to 60,Age Group,20
BP,Paralysis,BP-->Paralysis,0,All Sex,All Age,Age Group,56
BP,Paralysis,BP-->Paralysis,0,F,< 40,Age Group,2
BP,Paralysis,BP-->Paralysis,0,F,> 60,Age Group,14
BP,Paralysis,BP-->Paralysis,0,F,40 to 60,Age Group,18
BP,Paralysis,BP-->Paralysis,0,F,All Age,Age Group,34
BP,Paralysis,BP-->Paralysis,0,M,< 40,Age Group,2
BP,Paralysis,BP-->Paralysis,0,M,> 60,Age Group,18
BP,Paralysis,BP-->Paralysis,0,M,40 to 60,Age Group,2
BP,Paralysis,BP-->Paralysis,0,M,All Age,Age Group,22
BP,PUD,BP-->PUD,0,All Sex,< 40,Age Group,4
BP,PUD,BP-->PUD,0,All Sex,> 60,Age Group,6
BP,PUD,BP-->PUD,0,All Sex,40 to 60,Age Group,2
BP,PUD,BP-->PUD,0,All Sex,All Age,Age Group,12
BP,PUD,BP-->PUD,0,F,< 40,Age Group,3
BP,PUD,BP-->PUD,0,F,> 60,Age Group,3
BP,PUD,BP-->PUD,0,F,40 to 60,Age Group,1
BP,PUD,BP-->PUD,0,F,All Age,Age Group,7
BP,PUD,BP-->PUD,0,M,< 40,Age Group,1
BP,PUD,BP-->PUD,0,M,> 60,Age Group,3
BP,PUD,BP-->PUD,0,M,40 to 60,Age Group,1
BP,PUD,BP-->PUD,0,M,All Age,Age Group,5
BP,WeightLoss,BP-->WeightLoss,0,All Sex,< 40,Age Group,7
BP,WeightLoss,BP-->WeightLoss,0,All Sex,> 60,Age Group,62
BP,WeightLoss,BP-->WeightLoss,0,All Sex,40 to 60,Age Group,18
BP,WeightLoss,BP-->WeightLoss,0,All Sex,All Age,Age Group,87
BP,WeightLoss,BP-->WeightLoss,0,F,< 40,Age Group,2
BP,WeightLoss,BP-->WeightLoss,0,F,> 60,Age Group,32
BP,WeightLoss,BP-->WeightLoss,0,F,40 to 60,Age Group,15
BP,WeightLoss,BP-->WeightLoss,0,F,All Age,Age Group,49
BP,WeightLoss,BP-->WeightLoss,0,M,< 40,Age Group,5
BP,WeightLoss,BP-->WeightLoss,0,M,> 60,Age Group,30
BP,WeightLoss,BP-->WeightLoss,0,M,40 to 60,Age Group,3
BP,WeightLoss,BP-->WeightLoss,0,M,All Age,Age Group,38
C,Alcohol,C-->Alcohol,0,All Sex,< 40,Age Group,2
C,Alcohol,C-->Alcohol,0,All Sex,> 60,Age Group,28
C,Alcohol,C-->Alcohol,0,All Sex,40 to 60,Age Group,15
C,Alcohol,C-->Alcohol,0,All Sex,All Age,Age Group,45
C,Alcohol,C-->Alcohol,0,F,< 40,Age Group,2
C,Alcohol,C-->Alcohol,0,F,> 60,Age Group,2
C,Alcohol,C-->Alcohol,0,F,40 to 60,Age Group,6
C,Alcohol,C-->Alcohol,0,F,All Age,Age Group,10
C,Alcohol,C-->Alcohol,0,M,> 60,Age Group,26
C,Alcohol,C-->Alcohol,0,M,40 to 60,Age Group,9
C,Alcohol,C-->Alcohol,0,M,All Age,Age Group,35
C,Anemia,C-->Anemia,0,All Sex,< 40,Age Group,7
C,Anemia,C-->Anemia,0,All Sex,> 60,Age Group,167
C,Anemia,C-->Anemia,0,All Sex,40 to 60,Age Group,22
C,Anemia,C-->Anemia,0,All Sex,All Age,Age Group,196
C,Anemia,C-->Anemia,0,F,< 40,Age Group,6
C,Anemia,C-->Anemia,0,F,> 60,Age Group,72
C,Anemia,C-->Anemia,0,F,40 to 60,Age Group,15
C,Anemia,C-->Anemia,0,F,All Age,Age Group,93
C,Anemia,C-->Anemia,0,M,< 40,Age Group,1
C,Anemia,C-->Anemia,0,M,> 60,Age Group,95
C,Anemia,C-->Anemia,0,M,40 to 60,Age Group,7
C,Anemia,C-->Anemia,0,M,All Age,Age Group,103
C,AR,C-->AR,1,All Sex,> 60,Age Group,35
C,AR,C-->AR,1,All Sex,40 to 60,Age Group,12
C,AR,C-->AR,1,All Sex,All Age,Age Group,47
C,AR,C-->AR,1,F,> 60,Age Group,17
C,AR,C-->AR,1,F,40 to 60,Age Group,6
C,AR,C-->AR,1,F,All Age,Age Group,23
C,AR,C-->AR,1,M,> 60,Age Group,18
C,AR,C-->AR,1,M,40 to 60,Age Group,6
C,AR,C-->AR,1,M,All Age,Age Group,24
C,AS,C-->AS,1,All Sex,< 40,Age Group,10
C,AS,C-->AS,1,All Sex,> 60,Age Group,39
C,AS,C-->AS,1,All Sex,40 to 60,Age Group,20
C,AS,C-->AS,1,All Sex,All Age,Age Group,69
C,AS,C-->AS,1,F,< 40,Age Group,6
C,AS,C-->AS,1,F,> 60,Age Group,27
C,AS,C-->AS,1,F,40 to 60,Age Group,16
C,AS,C-->AS,1,F,All Age,Age Group,49
C,AS,C-->AS,1,M,< 40,Age Group,4
C,AS,C-->AS,1,M,> 60,Age Group,12
C,AS,C-->AS,1,M,40 to 60,Age Group,4
C,AS,C-->AS,1,M,All Age,Age Group,20
C,BloodLoss,C-->BloodLoss,0,All Sex,< 40,Age Group,4
C,BloodLoss,C-->BloodLoss,0,All Sex,> 60,Age Group,132
C,BloodLoss,C-->BloodLoss,0,All Sex,40 to 60,Age Group,11
C,BloodLoss,C-->BloodLoss,0,All Sex,All Age,Age Group,147
C,BloodLoss,C-->BloodLoss,0,F,< 40,Age Group,3
C,BloodLoss,C-->BloodLoss,0,F,> 60,Age Group,9
C,BloodLoss,C-->BloodLoss,0,F,40 to 60,Age Group,6
C,BloodLoss,C-->BloodLoss,0,F,All Age,Age Group,18
C,BloodLoss,C-->BloodLoss,0,M,< 40,Age Group,1
C,BloodLoss,C-->BloodLoss,0,M,> 60,Age Group,123
C,BloodLoss,C-->BloodLoss,0,M,40 to 60,Age Group,5
C,BloodLoss,C-->BloodLoss,0,M,All Age,Age Group,129
C,BP,C-->BP,1,All Sex,< 40,Age Group,19
C,BP,C-->BP,1,All Sex,> 60,Age Group,170
C,BP,C-->BP,1,All Sex,40 to 60,Age Group,55
C,BP,C-->BP,1,All Sex,All Age,Age Group,244
C,BP,C-->BP,1,F,< 40,Age Group,7
C,BP,C-->BP,1,F,> 60,Age Group,77
C,BP,C-->BP,1,F,40 to 60,Age Group,42
C,BP,C-->BP,1,F,All Age,Age Group,126
C,BP,C-->BP,1,M,< 40,Age Group,12
C,BP,C-->BP,1,M,> 60,Age Group,93
C,BP,C-->BP,1,M,40 to 60,Age Group,13
C,BP,C-->BP,1,M,All Age,Age Group,118
C,CKD,C-->CKD,1,All Sex,< 40,Age Group,3
C,CKD,C-->CKD,1,All Sex,> 60,Age Group,228
C,CKD,C-->CKD,1,All Sex,40 to 60,Age Group,28
C,CKD,C-->CKD,1,All Sex,All Age,Age Group,259
C,CKD,C-->CKD,1,F,> 60,Age Group,59
C,CKD,C-->CKD,1,F,40 to 60,Age Group,8
C,CKD,C-->CKD,1,F,All Age,Age Group,67
C,CKD,C-->CKD,1,M,< 40,Age Group,3
C,CKD,C-->CKD,1,M,> 60,Age Group,169
C,CKD,C-->CKD,1,M,40 to 60,Age Group,20
C,CKD,C-->CKD,1,M,All Age,Age Group,192
C,Coagulopathy,C-->Coagulopathy,0,All Sex,< 40,Age Group,15
C,Coagulopathy,C-->Coagulopathy,0,All Sex,> 60,Age Group,252
C,Coagulopathy,C-->Coagulopathy,0,All Sex,40 to 60,Age Group,70
C,Coagulopathy,C-->Coagulopathy,0,All Sex,All Age,Age Group,337
C,Coagulopathy,C-->Coagulopathy,0,F,< 40,Age Group,2
C,Coagulopathy,C-->Coagulopathy,0,F,> 60,Age Group,61
C,Coagulopathy,C-->Coagulopathy,0,F,40 to 60,Age Group,43
